autor,titulo,enlace,categoria_descriptores,vistas_reales,fecha_publicacion,duracion,duracion_segundos,latent_x,latent_y,latent_z,categoria_principal,tags
Ryan King Art,Part 3 - Blender 2.9 Beginner Tutorial (Modeling the House),https://www.youtube.com/watch?v=Np1kscimD4w,"Beginner Guides (Beginner Guides, 3D Modeling & Sculpting)",373268,2021-08-10,01:00:15,3615,100.77,36.62,0.96,,
PIXXO 3D,Blender: Rig A Character From Scratch | CLEAR BEGINNERS GUIDE,https://www.youtube.com/watch?v=eCtSviaHZ6U,Character Rigging (Character Rigging),365809,2023-08-10,33:59,2039,-58.5,-52.27,8.3,,
BadgerBricks,How to Render Faster In Blender Cycles,https://www.youtube.com/watch?v=boMoTlnj9Mw,Cycles & EEVEE Rendering (Cycles & EEVEE Rendering),357455,2024-08-09,09:10,550,106.06,10.81,-84.32,,
Nisky,Roblox Animation in Blender: Full Beginner Guide [2026],https://www.youtube.com/watch?v=eg6COxaPCyo,"Beginner Guides (Beginner Guides, 3D Animation & Motion)",354584,2025-12-12,07:45,465,-34.31,10.38,-12.82,,
Marble+,"Unbelievable Blender Physics | Hair Particles, Cloth & Rigid Body Simulations",https://www.youtube.com/watch?v=0fm8OyZPTV8,Physics & Simulation (Physics & Simulation),354131,2025-08-09,01:43,103,-54.04,-9.73,-92.21,,
Victory3D,How to Sculpt Torso in Blender in 30 Min,https://www.youtube.com/watch?v=Xypvsf94onc,3D Modeling & Sculpting (3D Modeling & Sculpting),353418,2021-08-10,30:13,1813,44.12,-95.41,68.41,,
Alex on Story,Full Body Action: Blender Animation Tutorial,https://www.youtube.com/watch?v=qTe80olHYSg,3D Animation & Motion (3D Animation & Motion),352001,2023-08-10,01:03:16,3796,-51.05,8.17,-38.55,,
BlenderVitals,Create a Toon Shader in Blender in 1 Minute!,https://www.youtube.com/watch?v=8HHQUD3HxdY,Beginner Guides (Beginner Guides),340436,2024-08-09,01:00,60,9.73,55.92,-28.22,,
CGDive (Blender Rigging Tuts),Blender Physics Just Got Insane,https://www.youtube.com/watch?v=0huIwBTcKHU,Physics & Simulation (Physics & Simulation),327253,2026-07-10,07:42,462,-34.87,-6.3,-104.11,,
Grant Abbitt (Gabbitt),Beginner Blender 4.2 Tutorial: Modelling a Low-Poly Well - Part1,https://www.youtube.com/watch?v=QPh8h0hWkg0,"Beginner Guides (Beginner Guides, 3D Modeling & Sculpting)",324262,2025-08-09,15:30,930,83.19,36.04,1.59,,
CG Geek,Create this AWESOME 3D Animation in 10 Minutes,https://www.youtube.com/watch?v=l43v4mpitdE,3D Animation & Motion (3D Animation & Motion),321904,2025-08-09,10:39,639,-59.87,6.01,-37.92,,
Bad Normals,Blender 3.0 Beginner Geometry Nodes Tutorial,https://www.youtube.com/watch?v=uslTaqiv_7k,"Beginner Guides (Beginner Guides, Geometry Nodes)",321133,2022-08-10,24:32,1472,-33.61,30.22,51.71,,
Film Stop,The 36 Best Blender Tutorials for Beginners,https://www.youtube.com/watch?v=6RKL-j1k4Dc,Beginner Guides (Beginner Guides),318900,2025-08-09,12:54,774,21.53,53.43,16.14,,
Grant Abbitt (Gabbitt),Blender Model to 3D Print - Quick Guide,https://www.youtube.com/watch?v=0IPILHZGvsg,Beginner Guides (Beginner Guides),315717,2022-08-10,01:58,118,51.07,76.62,-1.34,,
Mister 3D,"Levels of realism in Blender (OpenGL, EEVEE, Cycles) + Grading",https://www.youtube.com/watch?v=R-CHTQAezWw,Cycles & EEVEE Rendering (Cycles & EEVEE Rendering),314023,2020-08-10,00:35,35,102.22,-1.14,-85.37,,
CG Infinite,Blender Texturing tutorial - Blender Texture Mapping tutorial (Blender UV mapping simplified),https://www.youtube.com/watch?v=EK6-tWUGljY,"Shading, Texturing & UVs (Shading, Texturing & UVs)",301516,2021-08-10,05:25,325,73.45,25.82,108.34,,
SharpWind,How to Rig ANYTHING in Blender!,https://www.youtube.com/watch?v=Y2SWwZmwrwM,Character Rigging (Character Rigging),301441,2025-08-09,37:43,2263,-55.35,-48.11,6.1,,
Royal Skies,Import Rigs & Animations (BLENDER to UNREAL),https://www.youtube.com/watch?v=L4OcpF7-YB0,Beginner Guides (Beginner Guides),292908,2023-08-10,03:18,198,13.9,46.05,3.71,,
Blender Guru,How to Make a Mineshaft Ride in Blender,https://www.youtube.com/watch?v=gaYjZ8IBvds,Beginner Guides (Beginner Guides),291216,2025-10-13,10:11,611,35.53,47.28,9.36,,
Joey Carlino,Getting Started - Geometry Nodes for Beginners,https://www.youtube.com/watch?v=szTYXk0t09A,"Beginner Guides (Beginner Guides, Geometry Nodes)",287828,2022-08-10,19:14,1154,-30.19,47.16,54.84,,
CG Fast Track,Blender Beginner Tutorial - Part 3: Stone,https://www.youtube.com/watch?v=M3UKL-wLYgk,Beginner Guides (Beginner Guides),285835,2024-08-09,01:49:56,6596,30.44,52.94,0.51,,
YanSculpts,How to Sculpt the Torso in Blender - Simple Method by a Pro Sculptor,https://www.youtube.com/watch?v=6azPX_GHxWk,3D Modeling & Sculpting (3D Modeling & Sculpting),283532,2023-08-10,47:22,2842,46.9,-99.37,70.92,,
PIXXO 3D,Blender 3.3 | Cloth Simulation For Beginners,https://www.youtube.com/watch?v=_hNFZ0v__no,Physics & Simulation (Physics & Simulation),282569,2023-08-10,10:34,634,-50.45,2.34,-106.35,,
Blender,Procedural Textures - Blender 2.80 Fundamentals,https://www.youtube.com/watch?v=_deRNqDcwRk,Geometry Nodes (Geometry Nodes),280639,2019-08-11,03:00,180,-89.1,106.87,72.77,,
Covingsworth,Creating an Epic Kingdom - Blender Tutorial,https://www.youtube.com/watch?v=N10fxBy_Jqs,Lighting & Environment (Lighting & Environment),275833,2025-08-09,14:29,869,79.39,-34.08,-44.94,,
Lord GodSon,"Incredible Blender Physics Showcase | Hair particles, Cloth Simulation and more",https://www.youtube.com/watch?v=_wxI6w1YuIs,Physics & Simulation (Physics & Simulation),275157,2025-08-09,01:41,101,-43.75,-0.71,-91.56,,
Ducky 3D,Stylized Alien Landscape w/ Geometry Nodes (Blender Tutorial),https://www.youtube.com/watch?v=t_Xfl9Nub-I,Geometry Nodes (Geometry Nodes),273225,2022-08-10,20:10,1210,-104.55,109.93,54.36,,
Grant Abbitt (Gabbitt),"How to Create, Rig & Animate a Low Poly Rabbit",https://www.youtube.com/watch?v=iMar3keWaUo,"Character Rigging (Character Rigging, 3D Animation & Motion)",270376,2023-08-10,18:55,1135,-61.85,-31.58,1.79,,
Grant Abbitt (Gabbitt),Blender 4 for Absolute Beginners : A Comprehensive Guide from Scratch,https://www.youtube.com/watch?v=lLqep5Q4MiI,Beginner Guides (Beginner Guides),260252,2024-08-09,46:39,2799,55.18,74.14,28.57,,
Clonemace,10 Different Types of Blender Tutorials,https://www.youtube.com/watch?v=Kwe8eYSsesc,Beginner Guides (Beginner Guides),257208,2024-08-09,04:44,284,20.26,51.6,21.36,,
Blender Made Easy,Every Force Field Exampled in Blender in 17 Min,https://www.youtube.com/watch?v=TPxb60TjNcw,Beginner Guides (Beginner Guides),256917,2021-08-10,17:13,1033,15.28,58.78,7.52,,
Ducky 3D,Create A Sci-fi City Looping Animation in Eevee (Blender Tutorial),https://www.youtube.com/watch?v=L6jMlmlbiVo,"Cycles & EEVEE Rendering (Cycles & EEVEE Rendering, 3D Animation & Motion)",251871,2020-08-10,13:14,794,103.7,14.18,-92.87,,
CGMatter,Blender Geometry Nodes [LEVEL 1 - FULL COURSE],https://www.youtube.com/watch?v=ZerJnivvBn4,Geometry Nodes (Geometry Nodes),251462,2023-08-10,01:50:22,6622,-68.0,97.8,38.97,,
Erindale,Hexagon World with Geometry Nodes Fields - Blender 3.0 Tutorial,https://www.youtube.com/watch?v=EboNtLKn_m8,"3D Modeling & Sculpting (3D Modeling & Sculpting, Geometry Nodes, Lighting & Environment)",250384,2022-08-10,49:23,2963,7.29,-72.98,52.87,,
ZeroDotCMD,How to Design for 3D Printing in Blender - Beginner Tutorial,https://www.youtube.com/watch?v=PHh-uNbCCs8,Beginner Guides (Beginner Guides),248824,2025-08-09,23:31,1411,32.79,62.9,-5.11,,
Poly Playground,Easy Blender Lighting HACK [Blender Tutorial],https://www.youtube.com/watch?v=Hyhew7kuhgA,Lighting & Environment (Lighting & Environment),247520,2024-08-09,02:00,120,75.14,-29.54,-46.9,,
RoBuilder,Blender Is Easier Then You Think - Here's What You Need to Know!,https://www.youtube.com/watch?v=QTnBCUqyUX0,Beginner Guides (Beginner Guides),244422,2025-08-09,06:52,412,6.88,75.23,3.72,,
Blender Guru,Blender Basic Organic Modelling Tutorial (Donut Part 3),https://www.youtube.com/watch?v=9OA2asQdi_U,"Beginner Guides (Beginner Guides, 3D Modeling & Sculpting)",234366,2025-12-12,31:23,1883,87.78,21.93,6.42,,
BlenderVitals,Create a Donut in Blender in 1 Minute!,https://www.youtube.com/watch?v=ZKhfKFcL7tg,Beginner Guides (Beginner Guides),227204,2024-08-09,01:00,60,17.02,45.28,-26.23,,
Lewis Animation,Learn Complex CLOTH ANIMATION in under 10 MINUTES! | Blender 3D Tutorial,https://www.youtube.com/watch?v=NQLdrXndnQU,"3D Animation & Motion (3D Animation & Motion, Physics & Simulation)",226774,2022-08-10,09:24,564,-54.59,7.59,-50.61,,
Comfee Mug,Turning Photo Realistic Textures into Anime Style Shaders in Blender [EEVEE] - Comfee Tutorial,https://www.youtube.com/watch?v=5ajQHT6SIqM,"3D Modeling & Sculpting (3D Modeling & Sculpting, Shading, Texturing & UVs, Cycles & EEVEE Rendering)",223419,2024-08-09,08:45,525,53.12,-60.84,51.75,,
Grant Abbitt (Gabbitt),Blender 5 Complete Beginners Guide - FREE COURSE - Part 1 - The Interface,https://www.youtube.com/watch?v=kVcY7K-JA1Y,Beginner Guides (Beginner Guides),222277,2025-12-12,12:42,762,0.01,80.77,-19.5,,
Sost cgTeCH,Blender Tutorial - Modeling Practice | Dust Bin - 03,https://www.youtube.com/watch?v=UYKLdBcY65w,"Beginner Guides (Beginner Guides, 3D Modeling & Sculpting)",218644,2024-08-09,03:41,221,100.21,38.51,5.4,,
Chong 3D,Blender3D - Transforming effect using Geometry nodes,https://www.youtube.com/watch?v=B2HMdtND4ws,"Geometry Nodes (Geometry Nodes, 3D Animation & Motion)",217142,2022-08-10,16:39,999,-97.17,71.09,37.58,,
cgfocus,How to Actually Learn Blender in 2026 (Step-by-Step Beginner Guide),https://www.youtube.com/watch?v=62PluE5Cn2Y,Beginner Guides (Beginner Guides),213367,2025-08-09,19:40,1180,14.78,28.38,5.63,,
BlenderDude,Blender Geometry Nodes 3.0 - Procedural Landscape Tutorial  - Part 01,https://www.youtube.com/watch?v=FVjsmC-UThg,Geometry Nodes (Geometry Nodes),211920,2022-08-10,13:10,790,-96.5,110.25,59.81,,
Ducky 3D,Create A Living Parasite Effect With Geometry Nodes (Blender Tutorial),https://www.youtube.com/watch?v=t61gMdBXjQw,Geometry Nodes (Geometry Nodes),211634,2023-08-10,16:38,998,-95.74,86.55,41.6,,
PixelicaCG,How to Create Ultra Realistic Skin Shader in Blender Using Free Textures (Ultimate Guide),https://www.youtube.com/watch?v=mWM1DxXFjvs,Beginner Guides (Beginner Guides),208517,2023-08-10,11:23,683,1.23,67.99,-21.04,,
Crashsune Academy,UV Unwrapping + Texturing Characters! ✨ Blender 3D Character Modeling Tutorial - Part 7 [2024],https://www.youtube.com/watch?v=pKOlyzXFf4U,"3D Modeling & Sculpting (3D Modeling & Sculpting, Shading, Texturing & UVs)",208227,2025-08-09,16:59,1019,48.73,-62.12,61.79,,
Grant Abbitt (Gabbitt),Character Rigging in Blender : Easy Setup for Beginners,https://www.youtube.com/watch?v=2nlMZx0vp6E,"Character Rigging (Character Rigging, 3D Animation & Motion)",207266,2024-08-09,08:56,536,-49.49,-37.5,-3.75,,
CrossMind Studio,Fractals in Blender - Geometry Nodes Extrude Node,https://www.youtube.com/watch?v=bHWvVtuLJkM,Geometry Nodes (Geometry Nodes),204873,2022-08-10,08:01,481,-70.8,84.32,58.99,,
Surfaced Studio,Blender Geometry Nodes For Absolute Beginners | Part 1/3,https://www.youtube.com/watch?v=SZ1X0ADyONE,"Beginner Guides (Beginner Guides, Geometry Nodes)",201322,2022-08-10,36:57,2217,-38.15,41.05,58.29,,
Benji 3D,How to make your own textures for BLENDER (epic tutorial!),https://www.youtube.com/watch?v=F7Pt-SOnJ5U,Beginner Guides (Beginner Guides),200470,2022-08-10,02:03,123,41.16,50.61,15.53,,
harry blends,A guide to attributes & fields - blender geometry nodes,https://www.youtube.com/watch?v=a-4oCHe-hDE,Geometry Nodes (Geometry Nodes),192348,2025-08-09,13:35,815,-76.82,86.78,69.08,,
Blender,What are Blender Geometry Nodes?,https://www.youtube.com/watch?v=kMDB7c0ZiKA,Geometry Nodes (Geometry Nodes),190357,2022-08-10,04:25,265,-80.38,93.7,52.29,,
Ryan King Art,How to Make Eevee More Realistic (Blender Tutorial),https://www.youtube.com/watch?v=jxQEPjPTJyw,Cycles & EEVEE Rendering (Cycles & EEVEE Rendering),188726,2023-08-10,11:11,671,104.07,5.12,-92.11,,
Olav3D Tutorials,[4.0] Blender Tutorial: PBR Texturing in 2 Minutes for Beginners for Free,https://www.youtube.com/watch?v=144TWlEYFtM,"Shading, Texturing & UVs (Shading, Texturing & UVs)",185252,2024-08-09,01:50,110,55.66,42.02,110.6,,
RenderRides,Master Lighting in Blender Under 6 Minutes!,https://www.youtube.com/watch?v=XcJyW5iBKlU,Lighting & Environment (Lighting & Environment),181741,2025-08-09,06:12,372,71.81,-33.71,-49.69,,
Blender Guru,Blender Basic Materials Tutorial (Donut Part 4),https://www.youtube.com/watch?v=5Xlu2zwbJd0,"Beginner Guides (Beginner Guides, Shading, Texturing & UVs)",180854,2025-12-12,33:32,2012,54.37,32.59,75.93,,
Aura Prods,🔥LA GUÍA DEFINITIVA DE BLENDER! (Curso completo en Español) | Desde cero! 4.5,https://www.youtube.com/watch?v=lrlpwIumFnE,Beginner Guides (Beginner Guides),180493,2025-12-12,02:15:02,8102,31.2,84.8,-35.73,,
MK Graphics,Character Animation | Blender 3.2 Beginner Tutorial,https://www.youtube.com/watch?v=0b7Ri02yxvs,"Beginner Guides (Beginner Guides, 3D Animation & Motion)",177872,2023-08-10,23:32,1412,-34.94,8.8,-13.67,,
Edin Spiegel,How to make Eevee look like Cycles in 4 Steps | Blender Tutorial,https://www.youtube.com/watch?v=wNESyAvTPEg,"Geometry Nodes (Geometry Nodes, Cycles & EEVEE Rendering)",177494,2023-08-10,05:59,359,-81.87,104.15,27.92,,
art by tran,How to make a cute 3D character - 3D duck character modeling - Blender 3D beginner tutorial,https://www.youtube.com/watch?v=X3gNgsvM8tY,"Beginner Guides (Beginner Guides, 3D Modeling & Sculpting)",175905,2023-08-10,29:00,1740,107.28,47.47,-1.93,,
Noggi,Which Sculpting Technique is Better in Blender?,https://www.youtube.com/watch?v=8KKx_YIpsfc,3D Modeling & Sculpting (3D Modeling & Sculpting),175311,2022-08-10,04:02,242,47.87,-105.48,52.29,,
Polygon Runway,2026 Blender 5.0 Beginner Tutorial,https://www.youtube.com/watch?v=K7__BjW4UWE,"Beginner Guides (Beginner Guides, 3D Modeling & Sculpting, Lighting & Environment)",173319,2026-01-11,01:11:45,4305,79.89,20.68,-16.92,,
SpaceCat 3D,How to Add Color & Basic Textures in Blender – Beginner Tutorial,https://www.youtube.com/watch?v=KMjTLE0z80k,"Beginner Guides (Beginner Guides, Shading, Texturing & UVs)",171771,2025-08-09,06:05,365,54.18,33.14,70.63,,
Grant Abbitt (Gabbitt),Detailed Low Poly Characters: My Workflow & Essential Tips: Blender,https://www.youtube.com/watch?v=7QiewPqkG80,3D Modeling & Sculpting (3D Modeling & Sculpting),171596,2025-08-09,08:40,520,27.62,-103.27,29.71,,
SharpWind,The ONLY Geometry Nodes Tutorial You'll Ever Need!,https://www.youtube.com/watch?v=aTeLyeVO0Dc,Geometry Nodes (Geometry Nodes),171505,2025-08-09,33:21,2001,-76.74,83.74,35.43,,
Crashsune Academy,Rig Your Character in 8 minutes! ✨ Blender 3D Character Modeling Tutorial - Part 9 [2024],https://www.youtube.com/watch?v=4O3OKhYxNx8,"3D Modeling & Sculpting (3D Modeling & Sculpting, Character Rigging)",170222,2025-08-09,19:29,1169,44.61,-77.56,28.77,,
Grant Abbitt (Gabbitt),Blender Made Retopology 10x Easier & Forgot to Mention it!,https://www.youtube.com/watch?v=RwbG-HAd6Qc,Beginner Guides (Beginner Guides),169596,2025-08-09,02:06,126,18.96,72.31,4.92,,
HEY Pictures,Every Node in Blender Geometry Nodes | Geometry pt.1,https://www.youtube.com/watch?v=t3gm0aWJgMA,Geometry Nodes (Geometry Nodes),168366,2023-08-10,21:47,1307,-70.59,84.05,58.83,,
PIXXO 3D,Tutorial: Human Meta Rig | NEW Blender 4.2 Build,https://www.youtube.com/watch?v=YbKb8R0FwYA,Character Rigging (Character Rigging),167673,2024-08-09,10:00,600,-61.29,-52.15,1.37,,
IniAkoo,How To Render This Cinematic Shot With EEVEE | Blender Tutorial,https://www.youtube.com/watch?v=RB6Ytdfwy-0,Cycles & EEVEE Rendering (Cycles & EEVEE Rendering),166012,2023-08-10,11:44,704,104.69,7.39,-86.68,,
victorvdr9,Puffy Cloth Tutorial | Blender 2.8 | FREE .blend file,https://www.youtube.com/watch?v=CtLNsNBW_vE,Physics & Simulation (Physics & Simulation),163058,2020-08-10,12:31,751,-57.92,14.06,-107.18,,
Derek Elliott,Procedural Fabric w/ Fuzz and Cloth Simulation,https://www.youtube.com/watch?v=PnFDKaZuV4w,"Geometry Nodes (Geometry Nodes, Physics & Simulation)",162350,2023-08-10,24:12,1452,-119.57,93.92,28.26,,
Grant Abbitt (Gabbitt),Complete Beginner's Guide to Sculpting in Blender 4.4,https://www.youtube.com/watch?v=K7AJVx0H3Ec,"Beginner Guides (Beginner Guides, 3D Modeling & Sculpting)",158203,2025-08-09,37:04,2224,97.52,50.34,8.59,,
Brandon 3D,Blender PBR Material Shading (Material Series Part 2),https://www.youtube.com/watch?v=jBT6MD7IzHU,"Shading, Texturing & UVs (Shading, Texturing & UVs)",157543,2022-08-10,18:28,1108,48.36,36.3,106.38,,
Ducky 3D,Easy Shrink Wrap Simulation With Cloth (Blender Tutorial),https://www.youtube.com/watch?v=gFOJ7ul19AE,Physics & Simulation (Physics & Simulation),155741,2020-08-10,04:33,273,-52.86,4.89,-115.85,,
Blender Made Easy,Blender Tutorial - Freezing Effect w/ Geometry Nodes,https://www.youtube.com/watch?v=JxeKovEzWhg,Geometry Nodes (Geometry Nodes),155089,2023-08-10,26:06,1566,-93.65,86.35,43.25,,
Ryan King Art,Introduction to Procedural Shader Nodes for Complete Beginners (Blender Tutorial),https://www.youtube.com/watch?v=J5t7gzIfTt0,"Beginner Guides (Beginner Guides, Geometry Nodes)",153087,2024-08-09,23:34,1414,-33.35,28.95,62.61,,
Techtokerist,Learn Blender Cloth Simulations from Scratch: A Beginner’s Guide,https://www.youtube.com/watch?v=ES0HHw87zTw,"Beginner Guides (Beginner Guides, Physics & Simulation)",152468,2025-08-09,01:10,70,-27.55,20.33,-100.85,,
Blender Guru,Blender Basic Texturing Tutorial (Donut Part 5),https://www.youtube.com/watch?v=h30ZJQrb4s8,"Beginner Guides (Beginner Guides, Shading, Texturing & UVs)",152251,2025-12-12,31:53,1913,56.14,33.98,76.94,,
Ryan King Art,Avoid Texture Repetition on Large Scale Textures (Blender Tutorial),https://www.youtube.com/watch?v=o0Mc8fjSAA0,"Shading, Texturing & UVs (Shading, Texturing & UVs)",151922,2025-08-09,05:59,359,65.88,28.08,115.57,,
LaVie 3D,Blender Render Engine BATTLE: EEVEE vs CYCLES vs OCTANE! 🚀 Mandalorian & Grogu Benchmark,https://www.youtube.com/watch?v=RZPfdWiWg6M,Cycles & EEVEE Rendering (Cycles & EEVEE Rendering),150411,2021-08-10,00:46,46,113.57,5.53,-80.84,,
Grant Abbitt (Gabbitt),Easy Rigging Using RIGIFY in Blender,https://www.youtube.com/watch?v=RdTuAY23vzk,Character Rigging (Character Rigging),146311,2025-11-12,15:00,900,-42.06,-47.28,4.56,,
Nico Linde,Perfect Textures in Blender - Works Every Time,https://www.youtube.com/watch?v=s-kGlEsXTQw,Beginner Guides (Beginner Guides),145053,2025-08-09,06:49,409,2.58,49.99,12.63,,
Blender Guru,Blender Basic UV Unwrapping Tutorial (Donut Part 6),https://www.youtube.com/watch?v=yxAqN8TzFbo,"Beginner Guides (Beginner Guides, Shading, Texturing & UVs)",140522,2025-12-12,33:46,2026,58.15,30.69,76.9,,
Nocluse,Learn How to Make A Cute Duck in Blender,https://www.youtube.com/watch?v=147SBsi_E00,Beginner Guides (Beginner Guides),139629,2025-08-09,32:58,1978,39.85,34.26,15.02,,
BTB Animations,How To Light YOUR Scenes in Blender 3.4+,https://www.youtube.com/watch?v=XNMq8mt_ISI,"Beginner Guides (Beginner Guides, Lighting & Environment)",137001,2023-08-10,04:11,251,75.52,17.54,-21.48,,
Sina Sinaie,Blender Tutorial - Realistic Skin Texture in 6 Minutes,https://www.youtube.com/watch?v=oD2tz_738GQ,"Shading, Texturing & UVs (Shading, Texturing & UVs)",133885,2024-08-09,06:00,360,62.9,41.8,115.28,,
Plixotic,"Blender Physics Showcase | Cloth Simulation, Grass simulation  and more",https://www.youtube.com/watch?v=iMUk-x564go,Physics & Simulation (Physics & Simulation),133670,2025-08-09,00:58,58,-47.38,4.64,-100.4,,
Lana Easteregg,Cute Blender Tutorial For Beginners 2026,https://www.youtube.com/watch?v=7VIJNnPXfqI,Beginner Guides (Beginner Guides),131558,2026-02-10,46:00,2760,29.75,30.76,5.82,,
Grant Abbitt (Gabbitt),Blender Low Poly Character: PS1 Style Modeling for Beginners,https://www.youtube.com/watch?v=uIHuqFLa_X0,3D Modeling & Sculpting (3D Modeling & Sculpting),127923,2025-10-13,19:11,1151,30.79,-93.16,30.72,,
WiseFrog,This Blender Coffee Mug Shortcut Saves Hours of Work,https://www.youtube.com/watch?v=ffDbEUVhoMU,3D Modeling & Sculpting (3D Modeling & Sculpting),126239,2025-10-13,01:47,107,34.52,-96.95,50.38,,
Grant Abbitt (Gabbitt),How to Turn Low Poly Models into AAA Game Assets - Blender 5,https://www.youtube.com/watch?v=LvFilHJfinU,3D Modeling & Sculpting (3D Modeling & Sculpting),122709,2026-07-10,26:51,1611,16.65,-99.05,33.81,,
5 Minutes Blender,Particle Physics + Rigid Body Collisions = A Genius Result 👍,https://www.youtube.com/watch?v=sSq-ueXccaU,Physics & Simulation (Physics & Simulation),121546,2023-08-10,06:52,412,-49.12,-15.11,-100.34,,
Extra 3d,Photorealistic Eevee Renders In Blender 5.1,https://www.youtube.com/watch?v=AoGPxjgqVYE,Cycles & EEVEE Rendering (Cycles & EEVEE Rendering),120180,2026-04-11,14:58,898,109.67,-3.08,-92.45,,
CG Cookie – Learn Blender,Perfect Eevee bounce lighting with (and without) irradiance volume light probes in Blender,https://www.youtube.com/watch?v=9SD0of-mOHo,"Lighting & Environment (Lighting & Environment, Cycles & EEVEE Rendering)",119636,2020-08-10,05:57,357,88.88,-25.73,-57.35,,
Poly Playground,Master Texture Painting in Blender – No Experience Needed!,https://www.youtube.com/watch?v=YO2qEOi8ERU,"Shading, Texturing & UVs (Shading, Texturing & UVs)",119252,2025-08-09,06:03,363,66.91,45.08,106.96,,
Ducky 3D,10 Minute Tutorial - Particle Flow Animation Loop in Blender  (Geometry Nodes),https://www.youtube.com/watch?v=eBNolzjnHtE,"Geometry Nodes (Geometry Nodes, 3D Animation & Motion)",118095,2025-08-09,11:27,687,-103.86,69.55,34.38,,
Ryan King Art,How to Setup and Use Texture Maps for Beginners (Blender Tutorial),https://www.youtube.com/watch?v=fUZHyoeuwVI,"Shading, Texturing & UVs (Shading, Texturing & UVs)",117000,2023-08-10,37:06,2226,73.37,39.53,113.23,,
Blender Secrets,Improve your sculpts in Blender 4 with Curve and Line Stroke Method | Blender Secrets,https://www.youtube.com/watch?v=BR1OJNLgN3c,3D Modeling & Sculpting (3D Modeling & Sculpting),114479,2024-08-09,01:07,67,44.32,-109.31,60.77,,
Aria Faith Jones,How to create Cloth Simulations Faster | Geometry Nodes | Blender,https://www.youtube.com/watch?v=R1PyU3PB2ns,"Geometry Nodes (Geometry Nodes, Physics & Simulation)",114048,2022-08-10,11:12,672,-117.91,97.21,27.03,,
Grant Abbitt (Gabbitt),Master Blender Sculpting: Every Brush Explained,https://www.youtube.com/watch?v=5-mNgCpEkCI,3D Modeling & Sculpting (3D Modeling & Sculpting),113417,2025-08-09,43:40,2620,29.06,-105.66,64.68,,
CGMatter,This effect with ONLY geometry nodes!? (condensation),https://www.youtube.com/watch?v=hCaMkma-CLM,Geometry Nodes (Geometry Nodes),113255,2022-08-10,40:36,2436,-93.08,86.59,43.08,,
CGDive (Blender Rigging Tuts),Blender 5.0: NEW Rigging and Animation Features,https://www.youtube.com/watch?v=s3kcPME65ic,"Character Rigging (Character Rigging, 3D Animation & Motion)",113068,2025-12-12,17:36,1056,-57.06,-36.76,-10.81,,
Ryan King Art,How to Paint in Blender's Sculpt Mode (No Textures or UV's Needed),https://www.youtube.com/watch?v=ZfrpO2116KU,"3D Modeling & Sculpting (3D Modeling & Sculpting, Shading, Texturing & UVs)",112184,2023-08-10,07:33,453,50.98,-63.97,62.91,,
Grant Abbitt (Gabbitt),Blender 5.1 Texture Painting: A Detailed Guide for Beginners,https://www.youtube.com/watch?v=7kSRXnAi7uA,"Shading, Texturing & UVs (Shading, Texturing & UVs)",111545,2026-06-10,21:08,1268,70.11,39.57,103.82,,
Kenny Praise,How I SCULPT FACES - Step by Step | Blender Tutorial,https://www.youtube.com/watch?v=8za06nMEjBE,3D Modeling & Sculpting (3D Modeling & Sculpting),111282,2025-09-13,38:51,2331,58.26,-88.02,61.51,,
Doriflow_Engine,"DORIFLOW ADVANCED TUTORIAL | MULTI-PHYSICS STRESS TEST (Robot vs. Cloth, Grains, and Rigid Bodies)",https://www.youtube.com/watch?v=oveV13c2onc,Physics & Simulation (Physics & Simulation),110824,2026-03-12,03:52,232,-51.19,-14.23,-111.13,,
Ryan Games,BLENDER to GODOT 4: Rigging & Animation Tutorial in 5-min #godot #blender,https://www.youtube.com/watch?v=9ANa_V1mc9E,"Beginner Guides (Beginner Guides, Character Rigging, 3D Animation & Motion)",110290,2024-08-09,05:01,301,-39.79,-14.87,-11.04,,
Ryan King Art,Geometry Nodes for Complete Beginners - Part 1 (Blender Tutorial),https://www.youtube.com/watch?v=tWvgHbZXCtA,Geometry Nodes (Geometry Nodes),109869,2024-08-09,23:21,1401,-88.45,80.21,59.41,,
Blender Guru,Fundamentals of Lighting in Blender,https://www.youtube.com/watch?v=ENnEYoUpFfU,Lighting & Environment (Lighting & Environment),109620,2026-06-10,43:25,2605,75.55,-29.06,-46.43,,
Kenny Praise,How to Sculpt In Blender | Full Course for Beginners,https://www.youtube.com/watch?v=7-D0kPTkmpg,3D Modeling & Sculpting (3D Modeling & Sculpting),109509,2025-08-09,04:26:24,15984,47.3,-92.32,55.52,,
rileyb3d,Finally: Texture Painting in Blender Made Simple,https://www.youtube.com/watch?v=V-u6S64ym38,"Shading, Texturing & UVs (Shading, Texturing & UVs)",106931,2025-09-13,27:14,1634,67.77,39.06,106.59,,
Battington,How to make EEVEE look BETTER - Blender Tips,https://www.youtube.com/watch?v=emglF2ohxqM,Cycles & EEVEE Rendering (Cycles & EEVEE Rendering),106019,2024-08-09,27:09,1629,108.61,4.39,-96.65,,
TutsByKai,Add A Texture to An Object - Blender 4.5 Tutorial,https://www.youtube.com/watch?v=dauEEPUyIV0,"Shading, Texturing & UVs (Shading, Texturing & UVs)",105908,2025-08-09,06:25,385,71.6,33.25,109.52,,
