autor,titulo,enlace,categoria_descriptores,vistas_reales,fecha_publicacion,latent_x,latent_y,latent_z
Dansky,The Adobe Illustrator Masterclass,https://www.youtube.com/watch?v=-s2-lI6J3uc,Beginner Guides (Beginner Guides),167929,2023-08-10,33.83,36.61,-5.16
XUYU Design Tutorials,So Easy！Adobe Illustrator Tutorial How To Make 3D Bubble Text #illustrator #illustratortutorial,https://www.youtube.com/watch?v=cXW9ltY8MPU,"Typography & Text Effects (Typography & Text Effects, 3D & Inflation Effects)",167834,2024-08-09,-89.35,29.77,36.33
Dansky,Adobe Illustrator 2025 New Features!,https://www.youtube.com/watch?v=Vqi3XtzaXUQ,Beginner Guides (Beginner Guides),166263,2025-08-09,77.33,-15.36,-34.98
Caleb Tsai,Inflate Anything in Adobe illustrator with this 3D Effect,https://www.youtube.com/watch?v=zU704zQoO3o,"Typography & Text Effects (Typography & Text Effects, 3D & Inflation Effects)",165124,2023-08-10,-60.45,15.58,16.21
Dom Designs,Adobe Illustrator Tutorial - Create a Banana Vector (HD),https://www.youtube.com/watch?v=ByGb36WzGgE,"Vector Illustration & Drawing (Vector Illustration & Drawing, Logo Design & Branding)",162642,2021-08-10,1.87,9.35,105.38
SAGA,Inflated text effect for beginners | 2D to 3D | Adobe Illustrator Tutorial,https://www.youtube.com/watch?v=-YKWqfw-LHY,"Typography & Text Effects (Typography & Text Effects, 3D & Inflation Effects)",162523,2024-08-09,-96.06,6.01,14.55
Spoon Graphics,Illustrator Typography: How to Create Custom Script Type,https://www.youtube.com/watch?v=cxQHzdInft8,Typography & Text Effects (Typography & Text Effects),161247,2024-08-09,-19.48,85.37,18.77
Nobu Design,5 Useful Text Effect Tips & Trick | Adobe Illustrator,https://www.youtube.com/watch?v=Tz-UkboMetM,Typography & Text Effects (Typography & Text Effects),160979,2024-08-09,-57.03,76.97,-36.22
Satori Graphics,The FULL 2026 Guide To Layout & Composition For Designers!,https://www.youtube.com/watch?v=PKfZ1gnVJ44,Beginner Guides (Beginner Guides),159182,2026-05-11,43.0,61.35,-1.49
Vector Slate | Graphic Design Tutorials,Sunset Vector Illustration Tutorial for Beginners | Adobe Illustrator Tutorial,https://www.youtube.com/watch?v=2anwonP9Rik,Vector Illustration & Drawing (Vector Illustration & Drawing),157481,2020-08-10,5.76,-25.3,86.91
Dansky,Design an Infinite Logo Illustrator Tutorial,https://www.youtube.com/watch?v=3WdmIxxnSRQ,Logo Design & Branding (Logo Design & Branding),154983,2017-08-11,29.69,-23.15,-82.97
Dansky,How to MASTER the Pen Tool LIKE A PRO!,https://www.youtube.com/watch?v=v14o-7RoQKo,Pen Tool & Precise Paths (Pen Tool & Precise Paths),150566,2023-08-10,53.42,-66.37,18.39
Adrianne Walujo,Cute 3D Rabbit Character for Beginners | Easy Adobe Illustrator Tutorial,https://www.youtube.com/watch?v=2bJfdXzkIVg,"Beginner Guides (Beginner Guides, Vector Illustration & Drawing, 3D & Inflation Effects)",149826,2023-08-10,-6.13,-15.48,3.78
ER Art,Wavy/Twist Text Using Warp Effect in Adobe illustrator,https://www.youtube.com/watch?v=O8goYsK1DkI,Typography & Text Effects (Typography & Text Effects),149798,2021-08-10,-57.83,53.3,11.6
Andy Tells Things,How To Vectorize Images Using Adobe Illustrator - Tutorial For Beginners,https://www.youtube.com/watch?v=FKyeVgqk8go,Beginner Guides (Beginner Guides),148641,2023-08-10,69.53,-0.99,1.12
Kayla,How to Design a Logo in Adobe Illustrator,https://www.youtube.com/watch?v=YFw1S9sCCa4,Logo Design & Branding (Logo Design & Branding),147972,2023-08-10,9.35,-30.97,-87.54
Dansky,9 Adobe Illustrator Hacks for Eye-Catching Designs,https://www.youtube.com/watch?v=6GpP6pjsV58,Beginner Guides (Beginner Guides),147898,2024-08-09,23.76,57.79,48.76
Spoon Graphics,How To Create a Retro Style Cartoon Character Illustration (+ FREE Halftone Brushes!),https://www.youtube.com/watch?v=nZJteYqeNOY,Vector Illustration & Drawing (Vector Illustration & Drawing),144927,2019-08-11,52.38,-2.63,86.93
Satori Graphics,How To Use Adobe Illustrator 3D Design: Hyper_Realism,https://www.youtube.com/watch?v=S0ZyrcUhuaM,3D & Inflation Effects (3D & Inflation Effects),143882,2022-08-10,-57.99,-56.32,7.99
Spoon Graphics,The GRADIENT BLUR Trick for Creating GLOWING Text Effects in Photoshop,https://www.youtube.com/watch?v=t1vkTgEI2FY,Typography & Text Effects (Typography & Text Effects),140962,2023-08-10,-61.67,93.93,-24.9
Andy Tells Things,4 Super Easy 3D Effects in Adobe Illustrator,https://www.youtube.com/watch?v=R0OzB_H5UIY,3D & Inflation Effects (3D & Inflation Effects),140516,2023-08-10,-46.23,-51.39,23.04
Dom Designs,Adobe Illustrator Tutorial - How To Draw Face Portraits (Kobe Bryant),https://www.youtube.com/watch?v=faC85DuXhKg,"Pen Tool & Precise Paths (Pen Tool & Precise Paths, Shape Builder & Pathfinder)",139425,2021-08-10,58.14,-99.41,-7.17
Satori Graphics,How To Make The PERFECT Gradient! (Works Every Time),https://www.youtube.com/watch?v=_52YheBuxIE,Vector Illustration & Drawing (Vector Illustration & Drawing),139057,2022-08-10,-25.83,-43.5,73.97
V CUTZ MEDIA,How To Get Started with Adobe Illustrator  | Malayalam tutorial,https://www.youtube.com/watch?v=H0YItiQmeTM,Vector Illustration & Drawing (Vector Illustration & Drawing),135282,2020-08-10,10.45,-31.39,71.87
Brooke Glaser,Learn Illustration FAST: A Guide for Beginners in 2026,https://www.youtube.com/watch?v=_mEWThlLZcY,Vector Illustration & Drawing (Vector Illustration & Drawing),133998,2025-08-09,26.46,-47.56,71.81
Dansky,Apple’s Liquid Glass Effect in Illustrator - Super Fast!,https://www.youtube.com/watch?v=AM4fczCeiGs,Beginner Guides (Beginner Guides),131596,2025-10-13,20.05,55.73,-14.29
Dom Designs,Adobe Illustrator Tutorial- Create a Bubble Tea Vector Step by Step,https://www.youtube.com/watch?v=liJ60ZKMM8M,"Vector Illustration & Drawing (Vector Illustration & Drawing, Logo Design & Branding)",129088,2023-08-10,-9.44,2.98,120.0
Satori Graphics,The ONLY Video On Visual Hierarchy ANY Graphic Designer Needs,https://www.youtube.com/watch?v=4QNEDhrsRLo,Beginner Guides (Beginner Guides),128010,2024-08-09,47.32,77.42,13.99
Satori Graphics,Amatuer / Pro / Master Graphic Design (What It Really Means),https://www.youtube.com/watch?v=J_YmhVzOkEU,Beginner Guides (Beginner Guides),126511,2024-08-09,36.07,77.84,-23.53
Satori Graphics,The ONLY Video Self Taught Graphic Designers Need,https://www.youtube.com/watch?v=Jap42EOEQ18,Beginner Guides (Beginner Guides),126309,2025-08-09,50.8,85.91,1.1
Spoon Graphics,🦸‍♂️ Superman Comic Book Text Effect Illustrator Tutorial,https://www.youtube.com/watch?v=aBNFKsZvl9M,Typography & Text Effects (Typography & Text Effects),123124,2021-08-10,-38.76,74.46,-6.05
KAVU CREATIVE,Circle Logo Design in illustrator | KavuCreative,https://www.youtube.com/watch?v=XytxM8SM4hY,Logo Design & Branding (Logo Design & Branding),118331,2022-08-10,0.24,-46.76,-90.26
LOGO DESIGN SCHOOL and LOGO DESIGN ACADEMY,Professional Logo Design || Laurel Wreath Letter A Logo Design || Adobe illustrator Tutorial,https://www.youtube.com/watch?v=eT9JIy39njw,Logo Design & Branding (Logo Design & Branding),116690,2024-08-09,35.71,-56.28,-92.85
Nobu Design,3D Gritty Shadow Text Effect | Adobe Illustrator,https://www.youtube.com/watch?v=zLXaJHPy45s,"Typography & Text Effects (Typography & Text Effects, 3D & Inflation Effects)",113707,2020-08-10,-78.5,10.91,4.76
Dansky,9 Shapes Every Designer Must Know in Adobe Illustrator,https://www.youtube.com/watch?v=U6As7Kvr2WI,Beginner Guides (Beginner Guides),109848,2024-08-09,63.11,65.27,21.14
Dansky,How to Design Better Logos!,https://www.youtube.com/watch?v=UAOp_jH9vPI,Beginner Guides (Beginner Guides),106493,2023-08-10,74.28,31.67,40.25
RG Awais,Create Stunning Letter Logo Designs Using Grids | Adobe Illustrator tutorial,https://www.youtube.com/watch?v=vNhvkY3efIM,Logo Design & Branding (Logo Design & Branding),104848,2025-08-09,15.34,-74.2,-75.04
Graphic Island,How to make IT company logo design in illustrator | Graphic Design In Adobe Illustrator cc,https://www.youtube.com/watch?v=KZCoy2dKPQ4,Logo Design & Branding (Logo Design & Branding),104722,2022-08-10,7.61,-31.2,-57.74
Spoon Graphics,SPEED LINES Adobe Illustrator Text Effect Tutorial,https://www.youtube.com/watch?v=_a_-kNCBHkU,Typography & Text Effects (Typography & Text Effects),103917,2017-08-11,-80.17,84.86,-2.86
Dom Designs,Adobe Illustrator Tutorial - How Use the Gradient Mesh Tool,https://www.youtube.com/watch?v=PUljC8uZLew,Beginner Guides (Beginner Guides),103859,2024-08-09,94.08,11.4,3.8
"With love, Christina",How to draw a dress on Adobe Illustrator (Easy beginners tutorial),https://www.youtube.com/watch?v=SfOeHOPCRLA,Beginner Guides (Beginner Guides),102899,2023-08-10,65.29,8.19,22.37
Deliver info,logo design tutorial illustrator bangla | Letter Logo | Bangla Presentation,https://www.youtube.com/watch?v=N2gdZMPDlxo,Logo Design & Branding (Logo Design & Branding),102642,2025-08-09,45.55,-62.26,-71.45
Typefool,7 Logo design sketches to vector with Adobe Illustrator,https://www.youtube.com/watch?v=gGQz_OuiTXs,"Vector Illustration & Drawing (Vector Illustration & Drawing, Logo Design & Branding)",102549,2024-08-09,2.2,24.15,101.69
Satori Graphics,BEST Package Design Tips On YouTube ☺ (Golden Rules Of Package Design!),https://www.youtube.com/watch?v=8OHvR_PbO9k,Beginner Guides (Beginner Guides),100831,2022-08-10,30.89,41.01,24.98
Mind Island Design,Illustrator to Blender: 3D Logo Workflow,https://www.youtube.com/watch?v=7Y8d7380rOk,"Logo Design & Branding (Logo Design & Branding, 3D & Inflation Effects)",99395,2023-08-10,58.5,-23.3,-79.42
eban corona,how to design clothes with adobe illustrator,https://www.youtube.com/watch?v=GwfEsH6KWK8,Beginner Guides (Beginner Guides),98812,2025-08-09,57.3,25.64,10.44
Envato Tuts+,Adobe Illustrator Illustration for Beginners | FREE COURSE,https://www.youtube.com/watch?v=FUiRufl7vUw,Vector Illustration & Drawing (Vector Illustration & Drawing),98369,2023-08-10,18.47,-39.2,89.12
Southwest Tech Graphic & Web Design,Creating a 3D Text Effect using Adobe Illustrator,https://www.youtube.com/watch?v=dmKYnZIUepQ,"Typography & Text Effects (Typography & Text Effects, 3D & Inflation Effects)",98148,2023-08-10,-62.76,-0.0,7.59
Dan Gartman,How I draw vector illustrations in 4 steps (Adobe Illustrator),https://www.youtube.com/watch?v=NUzuJb-Jp3k,"Vector Illustration & Drawing (Vector Illustration & Drawing, Pattern Design & Textures)",96140,2022-08-10,-9.65,-66.08,62.23
Louis du Mont,Making Vector Illustrations 3D in Blender,https://www.youtube.com/watch?v=MURBr0GTHuo,"Vector Illustration & Drawing (Vector Illustration & Drawing, 3D & Inflation Effects)",95966,2021-08-10,-12.42,26.81,76.63
Ogden Designs,The EASIEST Pen Tool Tutorial Ever (Adobe Illustrator),https://www.youtube.com/watch?v=7ZAfbbEBzZ4,Pen Tool & Precise Paths (Pen Tool & Precise Paths),95717,2024-08-09,66.42,-105.28,44.8
DKNG Studios,Adobe Illustrator Skillshare Bonus Tip - Realistic 3D Inflate in 5 minutes using live text!,https://www.youtube.com/watch?v=YkqtQWGmKk8,"Typography & Text Effects (Typography & Text Effects, 3D & Inflation Effects)",94290,2023-08-10,-39.91,10.69,12.76
Kayla,Master Adobe Illustrator - Logo Design Tips (You Might Have Missed),https://www.youtube.com/watch?v=pSBO1KT5YUY,"Logo Design & Branding (Logo Design & Branding, Typography & Text Effects)",94285,2023-08-10,41.82,-4.09,-95.64
Graphic Design with Elena,3 EASY TEXT EFFECTS | ADOBE ILLUSTRATOR TUTORIAL,https://www.youtube.com/watch?v=OghugA-3bdU,Typography & Text Effects (Typography & Text Effects),93837,2022-08-10,-23.85,72.2,-12.95
Spoon Graphics,How To Create a “Fauxsaic” Mosaic Text Effect (Illustrator & Photoshop Tutorial),https://www.youtube.com/watch?v=w_KG3Uiec2Q,Typography & Text Effects (Typography & Text Effects),93030,2019-08-11,-58.25,78.2,-2.25
James Barnard,How to add a grain effect in Illustrator,https://www.youtube.com/watch?v=NDwAmX8nOGQ,Beginner Guides (Beginner Guides),92902,2024-08-09,10.49,34.67,1.29
Satori Graphics,The FULL Course On Graphic Design Psychology (2026),https://www.youtube.com/watch?v=wBaTNvs8enw,Typography & Text Effects (Typography & Text Effects),91271,2026-04-11,-31.43,87.9,-39.18
Spoon Graphics,How To Create a Furry Text Effect in Photoshop,https://www.youtube.com/watch?v=VEZbbIXYvW8,Typography & Text Effects (Typography & Text Effects),90349,2018-08-11,-55.83,77.83,-15.16
Spoon Graphics,How to Create a Geometric Triangle Pattern in Adobe Illustrator,https://www.youtube.com/watch?v=rc29jjHYgAI,Pattern Design & Textures (Pattern Design & Textures),90069,2022-08-10,-20.97,41.46,-85.14
Dansky,Do You Know These 20 Design Hacks for Illustrator?,https://www.youtube.com/watch?v=3rEcdFDLvP0,Beginner Guides (Beginner Guides),88995,2025-08-09,79.99,42.5,-42.0
Uvaish The Graphic Designer,Almonds Stand up Pouch diecut & design in illustrator | Pouch Packaging Design,https://www.youtube.com/watch?v=oHPL1nS2S7A,Packaging & Label Design (Packaging & Label Design),87637,2023-08-10,-71.28,12.71,-62.82
SCR Enter,Vector Portrait Tutorial in Adobe Illustrator | Step by Step | Part 1,https://www.youtube.com/watch?v=H9-4wJfH1C8,Vector Illustration & Drawing (Vector Illustration & Drawing),86553,2022-08-10,-21.08,-13.41,114.77
Arsalan 2.0,Minimal Logo Design Process - Adobe Illustrator Tutorials,https://www.youtube.com/watch?v=fLQ9e72ou2s,Logo Design & Branding (Logo Design & Branding),86469,2022-08-10,-6.56,-39.99,-107.88
Satori Graphics,FREE Adobe Illustrator Extensions That YOU NEED!,https://www.youtube.com/watch?v=UMKiIBIc_CA,Beginner Guides (Beginner Guides),86461,2022-08-10,59.96,12.17,-14.97
Spoon Graphics,How To Apply a Realistic Rust Texture in Adobe Photoshop,https://www.youtube.com/watch?v=9JkW31rsly0,Pattern Design & Textures (Pattern Design & Textures),86066,2017-08-11,-38.93,37.43,-84.58
T&T Tutorials,How to use the PEN TOOL | Illustrator Tutorial (Tips and Tricks),https://www.youtube.com/watch?v=a6i4Abm0jKA,Pen Tool & Precise Paths (Pen Tool & Precise Paths),85674,2019-08-11,73.81,-71.42,22.93
LOGO DESIGN SCHOOL,3D Deep Text Effect In Adobe Illustrator |  Deep Hole Design | Illustrator Tutorial,https://www.youtube.com/watch?v=MS2lBWdR4hM,"Typography & Text Effects (Typography & Text Effects, 3D & Inflation Effects)",82888,2022-08-10,-94.78,26.16,-1.73
Graphic Hunters,Create 6 Unique Logos Using One Grid | Adobe Illustrator Tutorial,https://www.youtube.com/watch?v=NWS8rXjvj1U,Logo Design & Branding (Logo Design & Branding),82541,2025-08-09,-28.46,-28.34,-75.45
videzetutorials,Adobe Illustrator Tutorial - Pathfinder tool,https://www.youtube.com/watch?v=onID4bCH-oU,"Beginner Guides (Beginner Guides, Shape Builder & Pathfinder)",82339,2008-08-13,48.71,-49.49,-14.74
WeJustClickme,Isometric Text Effect in adobe Illustrator,https://www.youtube.com/watch?v=kXJcbL0pL1I,"Vector Illustration & Drawing (Vector Illustration & Drawing, Typography & Text Effects)",81882,2023-08-10,-40.78,6.38,91.3
Bring Your Own Laptop,How to use the Adobe Illustrator Pen Tool,https://www.youtube.com/watch?v=E0CjYTAMaV0,Pen Tool & Precise Paths (Pen Tool & Precise Paths),81566,2018-08-11,56.87,-82.17,29.4
Philip Anders,Vintage Retro Text Effect Adobe Illustrator Tutorial,https://www.youtube.com/watch?v=45Cm-dDU400,Typography & Text Effects (Typography & Text Effects),80820,2023-08-10,-49.36,49.69,-8.61
P A N T E R,How to Design Isometric Text in Illustrator,https://www.youtube.com/watch?v=_HIv5XOzrA8,"Vector Illustration & Drawing (Vector Illustration & Drawing, Typography & Text Effects)",80018,2022-08-10,-46.39,-6.71,89.1
LOGO DESIGN SCHOOL and LOGO DESIGN ACADEMY,Logo Design - Professional R Letter Logo Design In Illustrator | Illustrator logo design tutorial,https://www.youtube.com/watch?v=AsX71P-9LT4,Logo Design & Branding (Logo Design & Branding),79866,2025-08-09,35.71,-44.27,-83.15
Master Graphic,Embossed Text Effect | Adobe illustrator Text Effect Tutorial,https://www.youtube.com/watch?v=EHx5k0IcSdM,Typography & Text Effects (Typography & Text Effects),79765,2021-08-10,-46.83,66.78,2.49
Zero2Graphic,How to Box Template Design in Adobe Illustrator CC 2020,https://www.youtube.com/watch?v=Ze3xTtyIWJI,Packaging & Label Design (Packaging & Label Design),78834,2022-08-10,-87.48,-34.31,-67.08
Vector Art Academy | Illustrator Tutorials by Kat,Create Simple Vector Flowers in Adobe Illustrator 🌸,https://www.youtube.com/watch?v=8gXPiLqO70c,Vector Illustration & Drawing (Vector Illustration & Drawing),74929,2023-08-10,-9.15,-14.86,95.38
Spoon Graphics,How to Create a Vintage Badge Logo in Adobe Illustrator,https://www.youtube.com/watch?v=xv3u7AgeKec,"Logo Design & Branding (Logo Design & Branding, Typography & Text Effects)",74238,2022-08-10,25.29,6.03,-95.62
Ashlee Falco,Inflate Your Creativity With These Amazing 3d Puff Designs!,https://www.youtube.com/watch?v=D4mYl188_TU,3D & Inflation Effects (3D & Inflation Effects),74078,2023-08-10,-40.29,-35.14,14.12
Satori Graphics,Adobe Illustrator FULL COURSE (Special Tricks & Features Explained),https://www.youtube.com/watch?v=3zAPbjOfgHA,Beginner Guides (Beginner Guides),72344,2024-08-09,71.08,3.66,-37.02
Satori Graphics,Illustrator Pen Tool Tricks You Need To Know | Satori Graphics,https://www.youtube.com/watch?v=iyECSlnGgLY,"Beginner Guides (Beginner Guides, Pen Tool & Precise Paths)",72107,2018-08-11,110.83,-55.7,20.71
Philip Anders,Adobe Illustrator VECTORIZE Tutorial (Image Trace) Ai Art,https://www.youtube.com/watch?v=nkzi-Vg3dHo,Beginner Guides (Beginner Guides),70896,2024-08-09,94.32,-16.59,-12.39
Melissa Doyle,How To Draw A Leaf in CS5 Illustrator - Beginner Tutorial - Using the Pen Tool and Gradients,https://www.youtube.com/watch?v=b0hjVBgy4r4,"Beginner Guides (Beginner Guides, Pen Tool & Precise Paths)",70621,2012-08-12,114.23,-39.83,5.99
TechMindBlow,Adobe Illustrator CS6 Basics - Pen Tool Tutorial,https://www.youtube.com/watch?v=6vx-_9tsG1M,"Beginner Guides (Beginner Guides, Pen Tool & Precise Paths)",70226,2013-08-12,96.17,-50.58,-0.81
Satori Graphics,ILLUSTRATOR LIVE DRAWING TRICKS *MIND BLOWING*,https://www.youtube.com/watch?v=NcOPo1LrgD0,Vector Illustration & Drawing (Vector Illustration & Drawing),69987,2019-08-11,-6.78,-13.81,62.44
Spoon Graphics,How To Create Seamless Turing Patterns (Photoshop & Illustrator Tutorial),https://www.youtube.com/watch?v=eKLki6-gynU,Pattern Design & Textures (Pattern Design & Textures),67945,2020-08-10,-39.35,21.21,-86.76
Kayla,How to Design Packaging in Adobe Illustrator - from Sketch to Dielines,https://www.youtube.com/watch?v=Zf7-3O0yQcc,"Logo Design & Branding (Logo Design & Branding, Packaging & Label Design)",66107,2025-08-09,-25.68,-13.3,-99.33
Adobe Asia Pacific,Tips to Make Vector Art for Beginners | Adobe Illustrator,https://www.youtube.com/watch?v=NgRmI5Zo0F4,Vector Illustration & Drawing (Vector Illustration & Drawing),65030,2021-08-10,1.06,-34.19,101.41
Ollie Spicer,Adobe Illustrator Tutorial: Create a vector character from Sketch,https://www.youtube.com/watch?v=r3ZcIqB4imM,Vector Illustration & Drawing (Vector Illustration & Drawing),64421,2025-08-09,26.53,-10.01,73.7
Zero2Graphic,How to Box Template Design in Adobe Illustrator CC | Food Packaging Design Tutorials,https://www.youtube.com/watch?v=T8BMA_IcblQ,Packaging & Label Design (Packaging & Label Design),64230,2022-08-10,-80.87,-19.13,-77.96
Munez Studio,Packaging Design Tutorial in Adobe Illustrator 2024 | How To Create Dieline Step by Step,https://www.youtube.com/watch?v=D6Q10DQwxDI,Packaging & Label Design (Packaging & Label Design),63741,2024-08-09,-71.86,-15.21,-22.76
LOGO DESIGN SCHOOL,Logo Design - Letter Logo Design in Illustrator | Illustrator Tutorial,https://www.youtube.com/watch?v=Y-JI24LRZ3M,Logo Design & Branding (Logo Design & Branding),63459,2024-08-09,19.15,-42.89,-78.75
Will Paterson,The Illustrator Tips That Changed My Logo Design Process Forever!,https://www.youtube.com/watch?v=0JmAzciKYx0,Logo Design & Branding (Logo Design & Branding),62242,2025-08-09,7.44,-53.09,-110.65
Cody A Banks,How To Make A Character in Adobe Illustrator (EASY),https://www.youtube.com/watch?v=tExWgNF_sGs,Vector Illustration & Drawing (Vector Illustration & Drawing),62238,2025-08-09,28.47,-26.48,78.42
Fernando Nunes,Illustration Tutorial: Drawing from Sketch and Vectoring in Adobe Illustrator,https://www.youtube.com/watch?v=7sjYwqYdv48,Vector Illustration & Drawing (Vector Illustration & Drawing),61865,2021-08-10,10.02,-16.53,70.52
Spoon Graphics,I Made My Own Breakfast Cereal Mascot! - Retro Character Design in Illustrator & Photoshop,https://www.youtube.com/watch?v=wPv_iPjsAaw,Vector Illustration & Drawing (Vector Illustration & Drawing),61183,2020-08-10,55.7,-26.39,86.89
Dansky,9 Genius Illustrator Tips You’ll Wish You Knew Sooner,https://www.youtube.com/watch?v=t3E5JbL9VpU,Beginner Guides (Beginner Guides),61077,2025-08-09,40.05,30.08,14.96
Sticker Mule,How to design packaging tape,https://www.youtube.com/watch?v=NM_PztxoC7A,"Pattern Design & Textures (Pattern Design & Textures, Packaging & Label Design)",59959,2018-08-11,-46.78,42.91,-70.4
Satori Graphics,Complete Graphic Design Course: The BEST Workflows & Processes (MUST KNOW),https://www.youtube.com/watch?v=4NGywqnnl5Y,Beginner Guides (Beginner Guides),59752,2025-08-09,76.98,82.64,-9.69
Spoon Graphics,How To Draw a Rocket Spaceship in Adobe Illustrator 🚀,https://www.youtube.com/watch?v=jzRGm95wiSI,Beginner Guides (Beginner Guides),58405,2018-08-11,66.67,22.94,22.62
Spoon Graphics,Retro Badge Logo Design Illustrator Tutorial (+ Photoshop Embroidery Effect!),https://www.youtube.com/watch?v=mE0DXNvwY88,Logo Design & Branding (Logo Design & Branding),57522,2021-08-10,12.27,-0.78,-77.4
Dom Designs,Adobe Illustrator Tutorial - How to Create Isometric Vector Illustrations,https://www.youtube.com/watch?v=qr3xCDyKlmU,Vector Illustration & Drawing (Vector Illustration & Drawing),57164,2024-08-09,-16.2,-0.84,87.6
Jason Secrest,Easy Adobe Illustrator Tutorial: From Sketch to Vector,https://www.youtube.com/watch?v=hxOLXAnTWZ8,Vector Illustration & Drawing (Vector Illustration & Drawing),56192,2018-08-11,11.6,-3.54,76.54
Dom Designs,Adobe Illustrator Tutorial: Create a Vector Logo Design from Sketch,https://www.youtube.com/watch?v=mXYPZ7YGwcM,"Vector Illustration & Drawing (Vector Illustration & Drawing, Logo Design & Branding)",55852,2023-08-10,3.83,17.75,118.33
Spoon Graphics,How To Create Watercolor Popsicle Illustrations in Adobe Illustrator,https://www.youtube.com/watch?v=uWaswRRM4gw,Beginner Guides (Beginner Guides),55385,2018-08-11,61.93,6.76,43.21
Spoon Graphics,How to Create an Animal Fur Text Effect in Photoshop,https://www.youtube.com/watch?v=HtPGgkdBym4,Typography & Text Effects (Typography & Text Effects),54616,2022-08-10,-55.61,89.27,-9.02
Shruti Rajput,Adobe Illustrator for Beginners: Get Started in 15 Minutes,https://www.youtube.com/watch?v=ekyiHFEQxAk,Beginner Guides (Beginner Guides),53971,2025-08-09,53.82,-20.59,21.66
Artflow,Adobe Illustrator for Beginners #1 | Free Course,https://www.youtube.com/watch?v=XdH46PDU0sM,Beginner Guides (Beginner Guides),53172,2025-08-09,55.87,-5.23,-19.22
T&T Tutorials,Flat Character Design | Illustrator Tutorial (for Beginners),https://www.youtube.com/watch?v=Xux0APyR0HY,Vector Illustration & Drawing (Vector Illustration & Drawing),53144,2021-08-10,33.82,-20.37,93.85
Adobe Tutorials,How to cut out an object in Illustrator tutorial - Tips for beginners,https://www.youtube.com/watch?v=wCjdRpilkRE,Pen Tool & Precise Paths (Pen Tool & Precise Paths),52583,2024-08-09,86.98,-88.04,43.94
Design Vision,Packaging box design design in illustrator | new biscuit box design 2021,https://www.youtube.com/watch?v=3HCB3-A6DO8,Packaging & Label Design (Packaging & Label Design),51429,2021-08-10,-67.36,-28.61,-66.93
T&T Tutorials,3 Ways to turn sketch into vector illustration | Illustrator Tutorial (Tracing Tips),https://www.youtube.com/watch?v=61dNBUAmwaQ,Vector Illustration & Drawing (Vector Illustration & Drawing),51200,2021-08-10,17.36,13.02,71.03
GraphiqVibe,Learn Packaging Design From Zero (Part 1 – Dielines),https://www.youtube.com/watch?v=C2qXvVvV6Tk,"Beginner Guides (Beginner Guides, Packaging & Label Design)",50930,2026-06-10,-44.07,1.93,-32.63
Dansky,Lettering in Illustrator Made Stupidly Simple,https://www.youtube.com/watch?v=ya7Wh0en8is,Typography & Text Effects (Typography & Text Effects),50152,2025-08-09,-1.64,77.52,-5.13
RichGraphics,Metallic Chrome Text in Adobe Illustrator - Step-by-Step Tutorial,https://www.youtube.com/watch?v=1Kij55QjrDs,Typography & Text Effects (Typography & Text Effects),49775,2023-08-10,-17.25,41.77,-8.86
Spoon Graphics,Illustrator Typography Tips for Creating a Vintage Logo Design,https://www.youtube.com/watch?v=8smWim7c7t0,"Logo Design & Branding (Logo Design & Branding, Typography & Text Effects)",48794,2017-08-11,40.04,6.54,-104.31
tutvid,How to Make a Glitch Typography Effect in Adobe Illustrator,https://www.youtube.com/watch?v=9ndSGcf4cag,Typography & Text Effects (Typography & Text Effects),46932,2023-08-10,-23.89,88.88,-6.71
Explode Creative,Illustrator Tutorials - Pen Tool Advanced,https://www.youtube.com/watch?v=ZvFEb3MxyM4,Pen Tool & Precise Paths (Pen Tool & Precise Paths),46589,2015-08-12,58.62,-75.27,48.53
Satori Graphics,3 TYPOGRAPHY TRICKS IN ADOBE ILLUSTRATOR  | Satori Graphics,https://www.youtube.com/watch?v=UOiHj2wW8sc,Typography & Text Effects (Typography & Text Effects),45497,2018-08-11,-25.51,116.24,-13.49
RaniBr Studio,How to Design a Paper Bucket in Adobe Illustrator & Esko | Step-by-Step Packaging Tutorial,https://www.youtube.com/watch?v=NRR2nisPDmE,Packaging & Label Design (Packaging & Label Design),45095,2023-08-10,-87.93,-9.95,-25.91
Gabriel Scott,Coffee Logo Design Tutorial | Adobe Illustrator,https://www.youtube.com/watch?v=uOxGI1za5ME,"Beginner Guides (Beginner Guides, Logo Design & Branding)",44945,2018-08-11,5.0,2.51,-35.04
Envato Tuts+,Master 3D in Adobe Illustrator | The Ultimate Guide,https://www.youtube.com/watch?v=KD2ShUDiPIQ,"Beginner Guides (Beginner Guides, 3D & Inflation Effects)",44462,2025-08-09,-12.55,-5.63,-9.77
Satori Graphics,A Rewarding Illustrator Tutorial In EASY Steps (Eye-Catching Designs),https://www.youtube.com/watch?v=-me8hQgdCBY,Beginner Guides (Beginner Guides),44380,2022-08-10,31.35,54.14,56.45
Spoon Graphics,How To Create a Seamless Pattern in Adobe Illustrator,https://www.youtube.com/watch?v=23WYupvKZo0,Pattern Design & Textures (Pattern Design & Textures),44258,2016-08-11,-21.34,25.23,-85.7
FITO-TUT,Adobe Illustrator para Principiantes | CURSO COMPLETO Gratis,https://www.youtube.com/watch?v=pHLA7RhERxg,Beginner Guides (Beginner Guides),43923,2025-09-13,43.36,20.12,-1.61
