autor,titulo,enlace,categoria_descriptores,vistas_reales,fecha_publicacion,latent_x,latent_y,latent_z
OFF WORLD LIVE,How to install the Spout plugin for OBS Studio using the zip folder,https://www.youtube.com/watch?v=KA-zhxN2L4U,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",6865,2022-08-10,-41.14,114.92,58.43
MadMapper The Mapping Software,Update Surfaces Geometry in multiple Scenes or Cues  / MadMapper 4,https://www.youtube.com/watch?v=Mfakpn3jy_U,Beginner Guides (Beginner Guides),6862,2020-08-10,92.81,-70.38,-79.52
MadMapper The Mapping Software,Artificial intelligence now in MadMapper !,https://www.youtube.com/watch?v=nA_oM8N7Mxw,Procedural Shaders & ISF Materials (Procedural Shaders & ISF Materials),6826,2025-08-09,-21.13,55.68,-56.43
Raphael Kurig,Stacking 3 Projectors with MadMapper MacBookPro Retina,https://www.youtube.com/watch?v=ftDDE2am7f0,Beginner Guides (Beginner Guides),6821,2013-08-12,33.04,-74.4,-86.3
TMK Interactive,Sharing Video Streams BETWEEN APPLICATIONS. (Syphon and Spout),https://www.youtube.com/watch?v=mSYbghpzpVY,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",6680,2021-08-10,-36.32,104.38,17.77
MadMapper The Mapping Software,Material Editor -- MADTutorial Advanced,https://www.youtube.com/watch?v=UCnxYCFVrZw,Beginner Guides (Beginner Guides),6617,2018-08-11,100.05,25.62,-16.55
YouBek Tech,First Time in MadMapper? Full Overview & Why Everyone Uses It,https://www.youtube.com/watch?v=JowMCDDg7Xc,Beginner Guides (Beginner Guides),6583,2026-05-11,81.91,-9.71,-100.2
Creater Pro,MadLaser (Mapping+Laser),https://www.youtube.com/watch?v=y9v-6oDn1LE,Laser Control & Hardware (Laser Control & Hardware),6536,2023-08-10,-25.09,-100.33,-41.61
1000 Fallens Suns,"""LED Mapping с помощью MadMapper в программе Modul8"" / Work with LED light in Modul8 and MadMapper.",https://www.youtube.com/watch?v=dslH0owMcnE,LED Strip Pixel Mapping (LED Strip Pixel Mapping),6509,2013-08-12,-70.74,-20.8,83.63
ArKaos,Tutorial GrandVJ NDI in- and outputs,https://www.youtube.com/watch?v=DcCknON2bMo,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",6160,2020-08-10,-49.62,86.21,6.81
MadMapper The Mapping Software,Playstation Controller — MADTutorial Controls,https://www.youtube.com/watch?v=-e79AUl1XjU,Beginner Guides (Beginner Guides),5943,2018-08-11,91.52,31.56,-50.17
LED Strip Studio,How to connect LED pixel controller to MadMapper,https://www.youtube.com/watch?v=Hzd6hb3fAJw,LED Strip Pixel Mapping (LED Strip Pixel Mapping),5755,2024-08-09,-93.84,-24.45,46.45
Blackout Lighting Console,Blackout Breakdowns: Pixel Mapping with DMX Input,https://www.youtube.com/watch?v=4M3pyZQjMDw,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",5728,2025-08-09,-76.24,7.69,-26.95
Jude,MadMapper Tutorial 2025 For Beginners,https://www.youtube.com/watch?v=wbTxMrXAweU,Beginner Guides (Beginner Guides),5667,2025-09-13,28.12,0.79,-52.5
MadMapper The Mapping Software,Connect MadMapper to AVB Lasers,https://www.youtube.com/watch?v=fjO17HzYIUk,Laser Control & Hardware (Laser Control & Hardware),5659,2022-08-10,-2.92,-98.41,-75.48
Wayna Brossas,Madmapper Wifi Led Matrix Ws2812b Esp8266 Artnet,https://www.youtube.com/watch?v=kqBOHhNH4FE,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",5599,2018-08-11,-59.56,-33.54,9.1
audiovisualacademy,Программы - MadMapper - введение,https://www.youtube.com/watch?v=YhxyePBjXuE,Beginner Guides (Beginner Guides),5588,2012-08-12,48.55,-11.36,-40.86
Victor Hugo Jimenez,LED CONTROL-MAD MAPPER,https://www.youtube.com/watch?v=-uUClZU-oTw,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",5527,2014-08-12,-78.75,-18.64,6.35
Matthieu Beghin,MadMapper 5 MIDI Timecode (MTC) for movie playback,https://www.youtube.com/watch?v=Aq2_dJy-MwY,Beginner Guides (Beginner Guides),5522,2023-08-10,45.71,-33.89,-74.71
MadMapper The Mapping Software,TranformMatrix FX / MadMapper 4,https://www.youtube.com/watch?v=jBUUjIe_IpU,Beginner Guides (Beginner Guides),5517,2020-08-10,38.49,-44.74,-49.24
MadMapper The Mapping Software,DMX: One LED Strip,https://www.youtube.com/watch?v=HexLGurj7tw,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",5390,2025-12-12,-88.85,-8.93,-14.39
Aoshow led,Madmapper software - artnet controller- SPI rigid video led pixel bar WS2811 UCS1903 DMX512 RGB,https://www.youtube.com/watch?v=PjGs4hTAsgY,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",5298,2020-08-10,-89.14,-69.47,-2.59
Matthieu Beghin,Dispatching over multiple laser projectors with MadLaser (MadMapper),https://www.youtube.com/watch?v=wK4G3BtvF70,Laser Control & Hardware (Laser Control & Hardware),5269,2022-08-10,-20.38,-113.8,-75.57
MadMapper The Mapping Software,TransformParticles FX / MadMapper 4,https://www.youtube.com/watch?v=8U77zfj3gXc,Beginner Guides (Beginner Guides),5251,2020-08-10,52.2,-52.87,-52.6
weasis,Spatial Calibration,https://www.youtube.com/watch?v=v8CgcpYT1r8,3D Projection Mapping & Calibration (3D Projection Mapping & Calibration),5250,2012-08-12,7.07,8.07,34.82
Laserworld,MadLaser with Laser - how to connect a Laser with ShowNET mainboard to MadMapper's MadLaser,https://www.youtube.com/watch?v=BRMrthPlDO8,Laser Control & Hardware (Laser Control & Hardware),5198,2022-08-10,-11.26,-116.05,-52.35
MadMapper The Mapping Software,MadLight Recorder / MadMapper 4,https://www.youtube.com/watch?v=VgsPmvxLW_k,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",5069,2020-08-10,-82.03,6.21,3.51
MadMapper The Mapping Software,Timeline: Scenes and Cues and animation,https://www.youtube.com/watch?v=g96jAjc1vFM,Beginner Guides (Beginner Guides),4852,2025-12-12,85.4,-49.1,-79.8
DiGidot Technologies,Generating pixel controlled LED scenes with DiGidot and Madmapper,https://www.youtube.com/watch?v=68dku6fiBdk,LED Strip Pixel Mapping (LED Strip Pixel Mapping),4812,2024-08-09,-83.11,-18.24,63.27
jolephoto,Wireless Spatial Scanner for MadMapper,https://www.youtube.com/watch?v=dtXDwxVTCrY,"Spatial Scanner 3D Reconstruction (Spatial Scanner 3D Reconstruction, Syphon, Spout & NDI Video Routing)",4445,2013-08-12,7.46,95.28,-19.54
Wicked Lasers,How to use MadMapper and NDI Video Mapping with LaserOS,https://www.youtube.com/watch?v=JaueULO_aNA,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",4217,2021-08-10,-51.73,87.55,31.71
Resolume VJ Software,Resolume Arena Tutorial - Syphon,https://www.youtube.com/watch?v=kGqTF32cKRE,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",4192,2025-08-09,-64.34,70.42,43.38
Matthieu Beghin,Ponk Demo with Touch Designer & MadMapper / MadLaser,https://www.youtube.com/watch?v=VmzsDqeO2RQ,Laser Control & Hardware (Laser Control & Hardware),4077,2023-08-10,-17.03,-78.47,-39.7
TECHLIFE LAB,ScreenCaptureSyphon,https://www.youtube.com/watch?v=yQLmxO_eEjU,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",4057,2016-08-11,-33.76,97.46,42.82
HeavyM Software,[HeavyM Tutorial] - How to assemble the Olga kit #1 - The square pattern,https://www.youtube.com/watch?v=mYuG5S1pWMg,Beginner Guides (Beginner Guides),3898,2018-08-11,71.21,38.71,-99.49
Zunayed Sabbir Ahmed,MAD Laser with Depence (Bonus: MadAI!)| #madmapper #depence #laser,https://www.youtube.com/watch?v=HezpKPVxVp0,Laser Control & Hardware (Laser Control & Hardware),3791,2025-12-12,-27.28,-64.18,-58.47
HeavyM Software,[HeavyM] Tutoriel Fr - Syphon et Spout,https://www.youtube.com/watch?v=TRTHlIiqCE4,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",3745,2017-08-11,-11.75,74.73,21.7
Mitsuru Takeuchi,MadMapperのspecialscannerからマスクを作成するまで,https://www.youtube.com/watch?v=K1dhkCv7n5k,Spatial Scanner 3D Reconstruction (Spatial Scanner 3D Reconstruction),3667,2012-08-12,16.99,80.22,-34.44
HeavyM Software,[HeavyM Tutorial] - How to assemble the Olga kit #2 - The kite pattern,https://www.youtube.com/watch?v=QPnbTr80f6M,Beginner Guides (Beginner Guides),3535,2018-08-11,84.18,33.62,-97.46
Aoshow led,Aoshow Madmapper software control - Artnet controller- work WS2811 SPI RGB LED Pixel Strip DJ Music,https://www.youtube.com/watch?v=Sz1ARm0ECO4,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",3490,2020-08-10,-68.49,-67.19,-6.71
찬기누설,[Projection Mapping] Share screen plugins - Spout & Syphon,https://www.youtube.com/watch?v=So59wXEhq40,"3D Projection Mapping & Calibration (3D Projection Mapping & Calibration, Syphon, Spout & NDI Video Routing)",3360,2019-08-11,38.89,56.99,76.33
Etowner,Setting up Spout in Processing How to,https://www.youtube.com/watch?v=RdcEeH_tfRM,"Procedural Shaders & ISF Materials (Procedural Shaders & ISF Materials, Syphon, Spout & NDI Video Routing)",3323,2016-08-11,-43.14,61.68,-50.63
Etowner,Free Spout Recorder for Windows,https://www.youtube.com/watch?v=AgM7MXLAEUk,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",3248,2019-08-11,-14.15,103.14,58.1
Pixel bar Jack,"DMX 3D metro tubes support Madmapper, Madrix,Arena Resolume, Avolites, Arkaos etc.",https://www.youtube.com/watch?v=0FlUUZRLHUQ,"3D Projection Mapping & Calibration (3D Projection Mapping & Calibration, DMX & ArtNet Lighting Output)",3177,2022-08-10,-40.44,16.38,43.2
Magic Music Visuals,Magic 2.5 Tutorial: Easily create visuals and effects with AI Prompting!,https://www.youtube.com/watch?v=O54vEDeNgoU,Procedural Shaders & ISF Materials (Procedural Shaders & ISF Materials),3150,2026-04-11,-43.23,30.48,-78.81
Zunayed Sabbir Ahmed,Lighting with MadMapper to Visualize in Depence 3 | #madmapper #depence #visualizer,https://www.youtube.com/watch?v=OrKIYjOtSq4,LED Strip Pixel Mapping (LED Strip Pixel Mapping),3083,2025-11-12,-77.3,17.48,36.99
Wicked Lasers,MadMapper / MadLaser is compatible with WiFi LaserCube,https://www.youtube.com/watch?v=1mPq11WoOCw,Laser Control & Hardware (Laser Control & Hardware),2986,2022-08-10,-28.36,-120.0,-32.42
Zunayed Sabbir Ahmed,"MadMapper 6: What’s New, What’s Different, and Why It Changed My Workflow!",https://www.youtube.com/watch?v=VX1KA4cUuHI,3D Projection Mapping & Calibration (3D Projection Mapping & Calibration),2913,2026-01-11,-20.07,-49.9,81.78
MadMapper The Mapping Software,Timeline: Audio Tracks,https://www.youtube.com/watch?v=LcpOYtUrqrM,Beginner Guides (Beginner Guides),2901,2025-12-12,68.45,-43.34,-72.69
Matthieu Beghin,MadMapper Sending Text String through OSC,https://www.youtube.com/watch?v=QJKAfkU9FXs,Beginner Guides (Beginner Guides),2877,2022-08-10,48.45,-49.77,-100.58
Matthieu Beghin,MadMapper 6 DMX & Timeline Demo,https://www.youtube.com/watch?v=Zqzs5JVzs20,DMX & ArtNet Lighting Output (DMX & ArtNet Lighting Output),2858,2025-12-12,-88.91,-6.45,-103.98
vmmx community,MADMAPPER load project visualization of THE FIRST LED Mapping Tournament in THE WORLD,https://www.youtube.com/watch?v=Rcgjzs_VXEE,LED Strip Pixel Mapping (LED Strip Pixel Mapping),2836,2018-08-11,-115.17,7.4,63.93
MadMapper The Mapping Software,ColorMod using HeatMap FX / MadMapper 4,https://www.youtube.com/watch?v=2csGLrsLkoE,LED Strip Pixel Mapping (LED Strip Pixel Mapping),2773,2020-08-10,-73.42,0.38,59.33
Gnomalab Estudio,Touchdesigner FX server to VDMX via Syphon or Spout,https://www.youtube.com/watch?v=862ebR0Iczs,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",2614,2018-08-11,-12.45,99.03,27.75
Monsuton,Spacial Scanner,https://www.youtube.com/watch?v=MUxVSu1aRvQ,Spatial Scanner 3D Reconstruction (Spatial Scanner 3D Reconstruction),2374,2015-08-12,18.85,78.67,-7.52
pixelkulisse,wireless syphon stream pixelmapping to a raspberry pi,https://www.youtube.com/watch?v=nrl_D6ipTGk,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, Syphon, Spout & NDI Video Routing)",2371,2019-08-11,-87.23,20.21,71.75
WayneSablesProject,What is Syphon,https://www.youtube.com/watch?v=tlGJUbU28jc,"Beginner Guides (Beginner Guides, 3D Projection Mapping & Calibration, Syphon, Spout & NDI Video Routing)",2367,2023-08-10,14.47,84.75,65.14
Matthieu Beghin,MadMapper Laser Visualization,https://www.youtube.com/watch?v=CZmIfNbzKq0,Laser Control & Hardware (Laser Control & Hardware),2350,2022-08-10,-25.86,-91.87,-63.31
MadMapper The Mapping Software,Use AI to generate a Laser Material,https://www.youtube.com/watch?v=KTkepMgTTGU,"Procedural Shaders & ISF Materials (Procedural Shaders & ISF Materials, Laser Control & Hardware)",2291,2025-08-09,-30.42,13.4,-64.5
Chris Monson,Pixel Mapping Tutorial 2 - DMX,https://www.youtube.com/watch?v=68IhZl6ZHGY,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",2240,2019-08-11,-91.42,-27.04,-10.29
test card,Unboxing and Setup Garage Cube's Led bar,https://www.youtube.com/watch?v=pv1S0F_K7go,LED Strip Pixel Mapping (LED Strip Pixel Mapping),2235,2019-08-11,-97.06,-31.56,73.95
CETI,Augmenting the World with Light: Projection Mapping with MadMapper - Sarah Turner [Original Stream],https://www.youtube.com/watch?v=h4JTcLqz7DU,"Beginner Guides (Beginner Guides, 3D Projection Mapping & Calibration)",2224,2022-08-10,63.65,-9.64,93.57
Pixel bar Jack,Showjockey RGB Pixel strip and pixel ball Matrix Madmapper Resolume dmx lights dmx DMX512 Artnet Box,https://www.youtube.com/watch?v=IbhTPxAMq1g,DMX & ArtNet Lighting Output (DMX & ArtNet Lighting Output),2196,2023-08-10,-70.5,-1.39,-71.73
TECHLIFE LAB,TCPSyphon supports TurboJpeg,https://www.youtube.com/watch?v=tGtZgI3nuAo,Beginner Guides (Beginner Guides),2146,2015-08-12,102.74,-0.39,-59.55
Matthieu Beghin,Chase Effect on triangles with MadMapper 3,https://www.youtube.com/watch?v=pqHkzVKPxgM,Beginner Guides (Beginner Guides),2009,2018-08-11,14.72,-65.24,-35.2
The Interactive & Immersive HQ,Projection Mapping with TouchDesigner & MadMapper,https://www.youtube.com/watch?v=PPPJjckYifY,3D Projection Mapping & Calibration (3D Projection Mapping & Calibration),1891,2026-07-19,-12.85,-23.46,76.92
Cool Purple Media,How To Adjust Letter Spacing In Canva | Canva Tutorial,https://www.youtube.com/watch?v=cTtPj45x2Rs,Beginner Guides (Beginner Guides),1842,2023-08-10,14.82,-1.62,-99.63
Simplement Antho • Replay,Immersive Garden | Artisans d'idées | threejs - webgl - awwwards,https://www.youtube.com/watch?v=rr7p4dPfloc,Beginner Guides (Beginner Guides),1819,2022-08-10,98.03,-34.03,-1.66
Zunayed Sabbir Ahmed,Projection Mapping with MadMapper and Depence | Basic to Advanced Level | #madmapper #depence,https://www.youtube.com/watch?v=EpEJ0ObQ1_Q,3D Projection Mapping & Calibration (3D Projection Mapping & Calibration),1740,2026-01-11,-35.98,-31.32,64.18
Aoshow led,"Aoshowled@ LED Pixel Mapping Bar DIY Hexagon Shape, Madmapper software, PSAC Box Controller",https://www.youtube.com/watch?v=8cWV2_moqzQ,LED Strip Pixel Mapping (LED Strip Pixel Mapping),1731,2022-08-10,-112.87,-35.12,52.45
Giancarlo Vannetti,GV:  MAD LASER & MASK OUTPUTS,https://www.youtube.com/watch?v=j34P-tJVy9I,"Surface Creation & Masking (Surface Creation & Masking, Laser Control & Hardware)",1713,2022-08-10,-2.78,-107.4,16.95
Giancarlo Vannetti,NDI MAD MAPPER & CAPTURE 2022,https://www.youtube.com/watch?v=osoRFzHqfnQ,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",1670,2022-08-10,-58.15,92.83,57.73
LED Pixel Lighting Cathy Zhang,How to do Madmapper Pixel mapping program for DMX rotation led tube,https://www.youtube.com/watch?v=iuJgPBaFpoc,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",1496,2024-08-09,-98.5,-45.85,-13.63
lizzie hawes,Mask in Madmapper,https://www.youtube.com/watch?v=b1dUETN9n0I,Surface Creation & Masking (Surface Creation & Masking),1480,2015-08-12,1.36,-94.23,34.74
WayneSablesProject,Syphon Synesthesia into HeavyM,https://www.youtube.com/watch?v=ss14D4Hfm88,"Beginner Guides (Beginner Guides, 3D Projection Mapping & Calibration, Syphon, Spout & NDI Video Routing)",1455,2023-08-10,18.03,87.42,49.1
Joey Maguire,Virtual 3D Projection Map with Madmapper,https://www.youtube.com/watch?v=opRrqzuN-Rg,"3D Projection Mapping & Calibration (3D Projection Mapping & Calibration, Procedural Shaders & ISF Materials)",1398,2021-08-10,-28.47,6.12,6.97
Matthieu Beghin,Mapping 3D Cube with a Video Loopback in MadMapper,https://www.youtube.com/watch?v=zJA3Xq-Gtlc,3D Projection Mapping & Calibration (3D Projection Mapping & Calibration),1349,2023-08-10,-12.47,16.47,49.18
Thomas Tucker,Robot Projection Mapping Test Using MadMapper Spacial Scanner Tool and MAX Trigger,https://www.youtube.com/watch?v=hry55pKnb2U,"3D Projection Mapping & Calibration (3D Projection Mapping & Calibration, Spatial Scanner 3D Reconstruction)",1329,2016-08-11,8.63,29.3,21.83
Pixel bar Jack,How to control Showjockey's DMX RGB Pixel tubes with Software （madmapper）DMX Lighting Tutorial,https://www.youtube.com/watch?v=l0-zXGiU1mE,DMX & ArtNet Lighting Output (DMX & ArtNet Lighting Output),1281,2022-08-10,-64.22,-17.52,-84.69
Aoshow led,"Aoshowled@ LED Visual Arts Madmapper Pixel Mapping DMX512 Pixel 360 Tube, Artnet, LED Pixels, DMX",https://www.youtube.com/watch?v=fA-3De7Gw6Q,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",1268,2021-08-10,-118.54,-43.13,-21.81
luiscript,MadMapper 3.0: editor de materiales + datos OSC desde Ableton live,https://www.youtube.com/watch?v=upAHYU8vw6A,Beginner Guides (Beginner Guides),1216,2018-08-11,52.0,-99.99,-30.87
Associazione Mute,spacial scanner test1,https://www.youtube.com/watch?v=I4ZPDUnXHpA,Spatial Scanner 3D Reconstruction (Spatial Scanner 3D Reconstruction),1207,2013-08-12,18.85,78.67,-7.52
Pixel bar Jack,How to control Showjockey's Artnet DMX controller with Madmapper,https://www.youtube.com/watch?v=9CDUNo9Z-5c,DMX & ArtNet Lighting Output (DMX & ArtNet Lighting Output),1150,2022-08-10,-69.73,-0.25,-96.81
domeprojection.com,Calibrate a projection system using multiple camera positions,https://www.youtube.com/watch?v=4OoXTy7xJrk,Beginner Guides (Beginner Guides),1097,2020-08-10,120.0,-6.3,-16.28
CETI,Augmenting the World with Light: Projection Mapping with MadMapper - Sarah Turner,https://www.youtube.com/watch?v=n9ig5gGm4SI,"Beginner Guides (Beginner Guides, 3D Projection Mapping & Calibration)",1061,2022-08-10,67.98,3.14,86.14
Phillip Andrews,Warp Speed projection with Madmapper,https://www.youtube.com/watch?v=VJmRfSBcS7Q,3D Projection Mapping & Calibration (3D Projection Mapping & Calibration),1041,2018-08-11,-7.43,-39.5,54.48
Matthieu Beghin,MadMapper Laser Visualization with WYSIWYG,https://www.youtube.com/watch?v=Zk8XHh8wNNc,Laser Control & Hardware (Laser Control & Hardware),1021,2022-08-10,-25.86,-91.87,-63.31
Malaikaaa,The basics on how to map on madmapper,https://www.youtube.com/watch?v=L4jg7xQyin4,Beginner Guides (Beginner Guides),1015,2025-08-09,5.05,-7.04,-26.31
Aoshow led,PSAC Artnet DMX box work with Madrix/Resolume/Madmapper/Touchdesigner/Avolites/ GrandMA2/Onyx/MagicQ,https://www.youtube.com/watch?v=TJUMZFCXwfk,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",998,2023-08-10,-80.31,-51.0,-59.51
academicVids,Exportar video de MadMapper,https://www.youtube.com/watch?v=hwBBpezOcoI,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",994,2020-08-10,-32.95,80.63,26.55
Pixel bar Jack,How to use madmapper to control showjockey's Artnet controller，control the dmx tubes，led mapping,https://www.youtube.com/watch?v=EYssjTbSfnE,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",948,2022-08-10,-60.31,-13.48,-35.88
lofi beats to study to,Tutorial ISF shaders using jit.gl.isf,https://www.youtube.com/watch?v=_KG_t4VadK4,Procedural Shaders & ISF Materials (Procedural Shaders & ISF Materials),888,2024-08-09,-33.59,45.05,-37.91
kiyo | AR Interactive Engineer,【DEMO】HTC VIVE Lighthouse + Unity + MadMapper  Invisible Art Demo,https://www.youtube.com/watch?v=tcxcgzTCqa4,Beginner Guides (Beginner Guides),880,2018-08-11,32.66,-70.18,-11.47
AsifXMedia,MADMAPPER-PROJUCTION MAPING ON SHAPES,https://www.youtube.com/watch?v=EAMQ19aonzQ,Beginner Guides (Beginner Guides),854,2021-08-10,16.22,-38.19,-37.16
Matthieu Beghin,Tweaking a Surface FX in MadMapper,https://www.youtube.com/watch?v=UOo8gEfHv3Q,"Surface Creation & Masking (Surface Creation & Masking, Procedural Shaders & ISF Materials)",844,2023-08-10,-20.44,-95.97,34.52
MadMapper The Mapping Software,[recode]  L'Orbite /  De Willis,https://www.youtube.com/watch?v=2KxucRuuDUo,Beginner Guides (Beginner Guides),766,2021-08-10,87.07,-17.28,-30.3
Joey Maguire,LED Geo Dome [Garagecube + Build with Hubs] 1/2,https://www.youtube.com/watch?v=mGKQwzfRkfo,LED Strip Pixel Mapping (LED Strip Pixel Mapping),754,2021-08-10,-79.49,-39.51,57.13
Aperio Insights,Projection Mapping Project04 Special Scan+Calibration,https://www.youtube.com/watch?v=YwMQmalQuqk,3D Projection Mapping & Calibration (3D Projection Mapping & Calibration),738,2018-08-11,27.0,-8.16,40.41
Jimmy,MadMapper Pixel Mapping in QLC+,https://www.youtube.com/watch?v=Ck0AGx0tHEo,LED Strip Pixel Mapping (LED Strip Pixel Mapping),718,2020-08-10,-93.24,-3.44,58.29
SONA LIGHTING LTD.,ArtNET/Kling-net/dmx led pixel mapping strips,https://www.youtube.com/watch?v=xMTCNbxmvaY,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",716,2019-08-11,-98.44,-34.35,9.8
Tina John,I Taught Myself Projection Mapping | MadMapper Experiment,https://www.youtube.com/watch?v=7iUAQs2sGK0,3D Projection Mapping & Calibration (3D Projection Mapping & Calibration),696,2026-01-11,7.22,-21.98,65.07
EboSuite,EboSuite Quick-tip - How to use ISF in EboSuite,https://www.youtube.com/watch?v=wdWbtqTW5Cs,Procedural Shaders & ISF Materials (Procedural Shaders & ISF Materials),693,2020-08-10,-38.29,23.19,-41.64
Pixel bar Jack,How to set the madmapper with showjockey‘s DMX tube,https://www.youtube.com/watch?v=rOfSFY4BEm0,DMX & ArtNet Lighting Output (DMX & ArtNet Lighting Output),674,2022-08-10,-86.62,4.12,-84.88
Games Garden,Chrome shader demo - Unity3D,https://www.youtube.com/watch?v=j9h5yBCYSC8,Surface Creation & Masking (Surface Creation & Masking),648,2022-08-10,7.3,-84.71,15.79
Giancarlo Vannetti,MAD MAPPER+CAPTURE 2022 NDI    = ),https://www.youtube.com/watch?v=1acdx7Mq5s4,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",640,2022-08-10,-58.15,92.83,57.73
-STFU-,3D Mapping MadMapper Modul8 Lumen,https://www.youtube.com/watch?v=EwNNYcci5WY,3D Projection Mapping & Calibration (3D Projection Mapping & Calibration),593,2017-08-11,4.61,-16.46,33.06
LY'sPastfolio,Projection mapping (cube),https://www.youtube.com/watch?v=jZ4a31O9U4Q,3D Projection Mapping & Calibration (3D Projection Mapping & Calibration),544,2023-08-10,4.19,19.06,60.49
Sportske Patike Balkan Gameplays,Projection Mapping for beginners using MadMapper 3 - learn Other IT & Software,https://www.youtube.com/watch?v=1yNxh_3O4B4,3D Projection Mapping & Calibration (3D Projection Mapping & Calibration),539,2022-08-10,28.09,-18.03,98.53
THETECHTHEATERSHOP,MADMAPPER DEMO,https://www.youtube.com/watch?v=ojgKM2nGqkI,Beginner Guides (Beginner Guides),538,2020-08-10,39.71,-50.71,-17.9
Mechaphoton,Led spatial scanner,https://www.youtube.com/watch?v=Moddf5Yxqpo,"Spatial Scanner 3D Reconstruction (Spatial Scanner 3D Reconstruction, LED Strip Pixel Mapping)",530,2018-08-11,34.77,73.54,-26.3
Videosolid,Syphon Two Mac on WiFi Mode Jitnet+Syphon,https://www.youtube.com/watch?v=AMJuPYfVVZE,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",506,2015-08-12,-24.91,87.82,3.49
SRWorks,Vive SRWorks - Spatial Scan,https://www.youtube.com/watch?v=dVpEOPaVFdc,Beginner Guides (Beginner Guides),493,2020-08-10,41.83,51.78,-74.41
EboSuite,05 - The eISF plug-in,https://www.youtube.com/watch?v=ubohGqThesg,Procedural Shaders & ISF Materials (Procedural Shaders & ISF Materials),490,2021-08-10,-29.61,36.36,-60.69
Introdução ao Video Mapping com MadMapper,Tutorial MadMapper 1 - Interface básica,https://www.youtube.com/watch?v=o39f3aOTFsk,Beginner Guides (Beginner Guides),472,2018-08-11,31.63,19.76,-78.0
Zunayed Sabbir Ahmed,"MadMapper 6 Masterclass — Full Course Overview (Projection Mapping, Lights & Lasers)",https://www.youtube.com/watch?v=7O4Tmws38hY,"Beginner Guides (Beginner Guides, 3D Projection Mapping & Calibration, LED Strip Pixel Mapping)",464,2026-07-26,77.13,18.36,57.41
91dawid,Madmapper space cubes,https://www.youtube.com/watch?v=06-pbv9Mz-U,Beginner Guides (Beginner Guides),455,2017-08-11,15.82,-41.37,-101.04
Clen led_stage lighting,MadMapper connection controller,https://www.youtube.com/watch?v=e7KDEYVPapo,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",419,2024-08-09,-82.37,-38.88,-29.52
JLewVisuials,3D model to demonstrate how 3D objects work inside MadMapper.,https://www.youtube.com/watch?v=-f8o-EXdIcI,"3D Projection Mapping & Calibration (3D Projection Mapping & Calibration, Procedural Shaders & ISF Materials)",404,2026-01-11,-12.27,6.57,4.34
Jay Em,MAPPING TEST.  RESOLUME/HEAVYM/SYPHON-SPOUT,https://www.youtube.com/watch?v=_t7T6j1zhUg,"Syphon, Spout & NDI Video Routing (Syphon, Spout & NDI Video Routing)",394,2017-08-11,-16.99,78.94,47.29
Julia zhu,Madmapper Control with  Artnet Controller,https://www.youtube.com/watch?v=ca3au5K7L00,"LED Strip Pixel Mapping (LED Strip Pixel Mapping, DMX & ArtNet Lighting Output)",392,2022-08-10,-71.12,-26.18,-18.59
