autor,titulo,enlace,categoria_descriptores,vistas_reales,fecha_publicacion,duracion,duracion_segundos,latent_x,latent_y,latent_z,categoria_principal,tags
Ohm Visuals,TouchDesigner Linework Effect - Projection Mapping #2,https://www.youtube.com/watch?v=5oCMLPel79o,"Projection Mapping (Projection Mapping, Audio Reactivity)",351,2025-12-12,21:10,1270,-9.24,118.34,30.86,,
paketa12,'compute shader' with TOPs in Touchdesigner,https://www.youtube.com/watch?v=D7HCY_KGezs,GLSL & Shader Programming (GLSL & Shader Programming),344,2025-09-13,20:40,1240,-52.82,1.73,-112.78,,
Hou2Touch | Stanislav Glazov,HOU2TOUCH. Level 101. Module 2. Lesson 6. Python in TouchDesigner,https://www.youtube.com/watch?v=eCvoVzgipfM,"Core Fundamentals (Core Fundamentals, Python Scripting & System)",315,2022-08-10,00:59,59,-36.29,53.14,-33.78,,
paketa12,blade of grass in TouchDesigner,https://www.youtube.com/watch?v=z_iB0Ty2nRM,Beginner Guides (Beginner Guides),305,2025-09-13,04:41,281,82.98,5.79,-12.26,,
sara rueda,Kinect 360 + TouchDesigner,https://www.youtube.com/watch?v=vcwCxmOHjJw,Sensors & Tracking (Sensors & Tracking),259,2020-08-10,00:30,30,-55.03,-103.87,61.74,,
Milan's Data Stories,Mapping 2125: Predicting Future Population with Python & TouchDesigner | #30DayMapChallenge (12/30),https://www.youtube.com/watch?v=n2iWXKornBc,"Projection Mapping (Projection Mapping, Python Scripting & System)",253,2025-12-12,34:11,2051,-11.47,108.2,6.4,,
paketa12,mesh a spiral in Touchdesigner,https://www.youtube.com/watch?v=XluOmWAuUIA,3D & Geometry (SOPs) (3D & Geometry (SOPs)),232,2025-09-13,32:52,1972,-18.32,7.16,112.07,,
paketa12,perpendicular vector in Touchdesigner,https://www.youtube.com/watch?v=Q8KorWO2NW4,Beginner Guides (Beginner Guides),224,2025-09-13,24:57,1497,53.92,10.4,20.62,,
paketa12,divide the angle in Touchdesigner,https://www.youtube.com/watch?v=YXOiS0orhLk,Beginner Guides (Beginner Guides),211,2025-09-13,21:20,1280,69.0,3.52,-10.84,,
Latria,Instancing and Point Clouds - First Sketch,https://www.youtube.com/watch?v=Jeb2umD8mCI,"Core Fundamentals (Core Fundamentals, Point Clouds & Instancing)",205,2021-08-10,06:48,408,-66.46,39.44,6.95,,
paketa12,möbius SOP in Touchdesigner,https://www.youtube.com/watch?v=4nEJP31DwM0,"Core Fundamentals (Core Fundamentals, 3D & Geometry (SOPs))",196,2025-09-13,55:37,3337,-86.41,70.32,1.43,,
Tiago Aragona,TouchDesginer Tutorial - PointClouds and Instancing 3D Models,https://www.youtube.com/watch?v=9ITTtr7TaGk,"3D & Geometry (SOPs) (3D & Geometry (SOPs), Point Clouds & Instancing)",178,2025-08-09,14:51,891,-10.22,-4.96,85.04,,
dot twentythree,curlNoise 3 - Mona Lisa Overdrive - GLSL shader - Touchdesigner example,https://www.youtube.com/watch?v=P6aY37oW-10,GLSL & Shader Programming (GLSL & Shader Programming),168,2022-08-10,01:50,110,-57.39,9.96,-105.75,,
purplebubbletea,Basic waterfall Projection Mapping using stoner（TouchDesigner）,https://www.youtube.com/watch?v=yxa86AB6UAI,Projection Mapping (Projection Mapping),161,2026-02-10,05:59,359,0.64,113.88,20.58,,
