autor,titulo,enlace,categoria_descriptores,vistas_reales,fecha_publicacion,duracion,duracion_segundos,latent_x,latent_y,latent_z,categoria_principal,tags
kishimisu,An introduction to Shader Art Coding,https://www.youtube.com/watch?v=f4s1h2YETNY,"Beginner Guides (Beginner Guides, Generative Art, GLSL & Shader Programming)",1277578,2023-08-10,22:39,1359,-30.46,-5.9,-65.17,,
FX Projections,Projection Mapping Tutorial,https://www.youtube.com/watch?v=B9lpe_RQxYg,Projection Mapping (Projection Mapping),410541,2023-08-10,03:48,228,-8.82,104.02,23.11,,
TouchDesigner,Introduction to TouchDesigner - Ben Voigt,https://www.youtube.com/watch?v=wmM1lCWtn6o,Beginner Guides (Beginner Guides),373149,2018-08-11,03:51:49,13909,37.77,6.72,-14.67,,
Okamirufu Vizualizer,"What is TouchDesigner: A Simple Explanation for Visual, Interactive and Multimedia Creators",https://www.youtube.com/watch?v=Y0xZzuYS2YI,Beginner Guides (Beginner Guides),372096,2024-08-09,06:02,362,44.79,8.62,-32.5,,
Motion by Nick (Nick Greenawalt),Learn VIRAL projection mapping in 10 minutes (beginner),https://www.youtube.com/watch?v=BCKEYrCfvHs,"Beginner Guides (Beginner Guides, Core Fundamentals, GLSL & Shader Programming, Projection Mapping, Python Scripting & System)",321354,2026-01-11,13:49,829,8.88,86.04,4.13,,
Luma Box,After Effects Projection Mapping Beginner's Tutorial,https://www.youtube.com/watch?v=X6CYgIHuof8,"Beginner Guides (Beginner Guides, Projection Mapping, 3D & Geometry (SOPs))",302826,2020-08-10,07:39,459,8.02,86.95,22.57,,
bileam tschepe (elekktronaut),00 – Introduction – TouchDesigner Beginner Course,https://www.youtube.com/watch?v=Z_WfldiO6HI,"Beginner Guides (Beginner Guides, Core Fundamentals)",296557,2020-08-10,07:34,454,52.81,-49.91,48.51,,
株式会社レクストライブ,Audio Curtain　Touch Designer,https://www.youtube.com/watch?v=uP1emkHLoTM,Audio Reactivity (Audio Reactivity),280886,2020-08-10,00:33,33,48.71,-94.05,-57.09,,
MoltenArt,Digital interactive wall by design studio Büro Achter April,https://www.youtube.com/watch?v=G2ptGCwDkVE,Beginner Guides (Beginner Guides),275226,2022-08-10,00:27,27,81.69,25.58,-42.02,,
bileam tschepe (elekktronaut),"Make Anything Audio Reactive – TouchDesigner Tips, Tricks and FAQs 12",https://www.youtube.com/watch?v=rGoCbVmGtPE,Audio Reactivity (Audio Reactivity),262291,2021-08-10,32:09,1929,61.81,-95.01,-60.37,,
The Interactive & Immersive HQ,00 - Introduction - TouchDesigner Tutorial: Beginner Crash Course,https://www.youtube.com/watch?v=g20Qwg8gMBE,"Beginner Guides (Beginner Guides, Core Fundamentals)",261492,2022-08-10,01:12,72,52.46,-51.38,48.69,,
PPPANIK,BLOB TRACK INSTANCING (AUDIOREACTIVE) - TOUCHDESIGNER TUTORIAL,https://www.youtube.com/watch?v=gtP1Ae35RqY,Point Clouds & Instancing (Point Clouds & Instancing),218552,2024-08-09,01:07:55,4075,-98.31,-18.55,51.07,,
Acrylicode,Absolute Beginner TouchDesigner | From Zero to Hero with Examples and Assignments,https://www.youtube.com/watch?v=qbupHTeJCeU,Beginner Guides (Beginner Guides),211993,2022-08-10,02:10:19,7819,80.49,-0.93,-8.05,,
supermarket sallad,Pointclouds (without lidar) Tutorial | TouchDesigner,https://www.youtube.com/watch?v=FJt2-SSMT0w,Beginner Guides (Beginner Guides),211844,2024-08-09,13:56,836,87.08,14.93,18.67,,
bileam tschepe (elekktronaut),01 – About TouchDesigner – TouchDesigner Beginner Course,https://www.youtube.com/watch?v=u2Jr060p8dY,"Beginner Guides (Beginner Guides, Core Fundamentals)",208594,2020-08-10,06:34,394,51.45,-53.25,32.09,,
bileam tschepe (elekktronaut),Interactive Particles – TouchDesigner + Kinect Tutorial 1,https://www.youtube.com/watch?v=GDZoOnzLYGo,"Point Clouds & Instancing (Point Clouds & Instancing, Sensors & Tracking)",206800,2021-08-10,26:02,1562,-98.91,-46.65,55.65,,
Function Store,Interactive Particles using particlesGpu in #touchdesigner,https://www.youtube.com/watch?v=NnrWjQ_zO-s,"Point Clouds & Instancing (Point Clouds & Instancing, Sensors & Tracking)",200849,2023-08-10,31:33,1893,-93.6,-45.48,52.75,,
TouchDesigner,3D Projection Mapping Workflow - Richard Burns,https://www.youtube.com/watch?v=RmnhU6BHTXY,"Projection Mapping (Projection Mapping, 3D & Geometry (SOPs))",200719,2020-08-10,03:27:27,12447,-12.34,94.95,28.2,,
Acrylicode,Audio-reactive psychedelic visuals | TouchDesigner Beginner Tutorial,https://www.youtube.com/watch?v=Mt2hwb5cngA,"Beginner Guides (Beginner Guides, Generative Art, Audio Reactivity)",200598,2023-08-10,18:35,1115,25.17,-54.5,-17.97,,
Acrylicode,TouchDesigner Beginner Tutorial 1,https://www.youtube.com/watch?v=pcI9PuU9O_c,Beginner Guides (Beginner Guides),184194,2022-08-10,06:23,383,79.0,-2.17,-16.5,,
Lucinda Dilworth,Projection mapping setup,https://www.youtube.com/watch?v=fKPsgA8qW4s,"Beginner Guides (Beginner Guides, Projection Mapping)",174124,2024-08-09,05:57,357,13.05,89.13,17.87,,
Alexander Miller,"How we made an interactive, projection-mapped topographic installation",https://www.youtube.com/watch?v=07hiEtggHXw,Core Fundamentals (Core Fundamentals),164865,2018-08-11,02:40,160,-67.73,53.02,-16.16,,
Torin Blankensmith,"Free Motion Tracking plugin for TouchDesigner: Face, Hand, Pose Tracking with MediaPipe Plugin",https://www.youtube.com/watch?v=Cx4Ellaj6kk,Sensors & Tracking (Sensors & Tracking),162264,2024-08-09,29:16,1756,-51.85,-94.95,47.44,,
Xtal,pixelate [TOUCHDESIGNER TUTORIAL],https://www.youtube.com/watch?v=jMcEoCaGZi0,Beginner Guides (Beginner Guides),160792,2025-08-09,12:12,732,72.75,1.16,-18.76,,
supermarket sallad,Exploding Star - constraining a particle system to a sphere TOUCHDESIGNER TUTORIAL,https://www.youtube.com/watch?v=WS2Ww6zYgJw,Beginner Guides (Beginner Guides),159431,2024-08-09,14:47,887,88.96,-22.86,-19.97,,
bileam tschepe (elekktronaut),Audio Wheel – TouchDesigner Tutorial 1,https://www.youtube.com/watch?v=QPzYNAyxC70,Audio Reactivity (Audio Reactivity),158827,2019-08-11,18:04,1084,47.32,-102.79,-56.97,,
The Interactive & Immersive HQ,01 - Get Started & Downloads - TouchDesigner Tutorial: Beginner Crash Course,https://www.youtube.com/watch?v=JcbAaAqXvgc,"Beginner Guides (Beginner Guides, Core Fundamentals)",153708,2022-08-10,06:33,393,47.36,-55.08,36.06,,
eclipsys //,particlewave [audio-reactive touchdesigner tutorial 001],https://www.youtube.com/watch?v=ATLhkFcQZN0,Audio Reactivity (Audio Reactivity),150232,2024-08-09,14:35,875,54.39,-105.9,-45.75,,
Dean Cheesman,Trace and Blob Tracking Effect with TouchDesigner,https://www.youtube.com/watch?v=ioSVh06MySc,Sensors & Tracking (Sensors & Tracking),149622,2024-08-09,18:26,1106,-41.15,-99.42,62.04,,
supermarket sallad,Custom Interactive 3d Particle System TOUCHDESIGNER TUTORIAL,https://www.youtube.com/watch?v=NuIShUTg3nI,3D & Geometry (SOPs) (3D & Geometry (SOPs)),146288,2024-08-09,27:33,1653,-3.31,0.17,105.0,,
Daniel Steenhoff,Realtime White Visuals - TouchDesigner Tutorial (Beginner Friendly!),https://www.youtube.com/watch?v=8ABSC0gkJrU,"Beginner Guides (Beginner Guides, Generative Art)",145929,2024-08-09,05:42,342,19.57,-35.46,0.03,,
bileam tschepe (elekktronaut),Exporting – TouchDesigner Quick Tip 1,https://www.youtube.com/watch?v=G01ZRJpkDCA,Beginner Guides (Beginner Guides),144662,2022-08-10,03:31,211,103.75,34.14,20.0,,
Acrylicode,Audio reactive visuals | TouchDesigner Tutorial,https://www.youtube.com/watch?v=G4wyR-Nxyzo,"Generative Art (Generative Art, Audio Reactivity)",136875,2023-08-10,13:42,822,-18.82,-62.25,-34.89,,
supermarket sallad,Deconstructing Sculptures - Pointclouds and 3d-models TOUCHDESIGNER TUTORIAL,https://www.youtube.com/watch?v=ruHVM5KZjB8,3D & Geometry (SOPs) (3D & Geometry (SOPs)),134478,2024-08-09,29:32,1772,-8.2,-5.58,100.49,,
DeRe,[BeginnerFriendly] Touchdesigner Tutorial01: Fluffy The Noise,https://www.youtube.com/watch?v=6szCrmdyoAw,"Beginner Guides (Beginner Guides, Generative Art)",133021,2023-08-10,06:45,405,13.84,-35.46,1.12,,
bileam tschepe (elekktronaut),Aurora Audio Spectrum – TouchDesigner Tutorial 2,https://www.youtube.com/watch?v=NJE48IVzNVc,"Generative Art (Generative Art, Audio Reactivity, Point Clouds & Instancing)",132746,2019-08-11,17:31,1051,-23.2,-64.72,-23.57,,
bileam tschepe (elekktronaut),Sonic Flowers – TouchDesigner x StableDiffusion Tutorial 1,https://www.youtube.com/watch?v=4wpn_3JNaIc,Beginner Guides (Beginner Guides),129324,2023-08-10,43:57,2637,65.41,-11.08,-12.22,,
Xtal,Blob Track [TOUCHDESIGNER TUTORIAL],https://www.youtube.com/watch?v=pegsP5VoQIA,Beginner Guides (Beginner Guides),124038,2025-08-09,38:00,2280,76.69,7.88,-31.99,,
Torin Blankensmith,Hand Tracking in TouchDesigner - Master Class Part 1,https://www.youtube.com/watch?v=e2FtkufeErY,Sensors & Tracking (Sensors & Tracking),123327,2025-08-09,17:09,1029,-49.08,-99.95,55.35,,
PPPANIK,AUDIOREACTIVE PSEUDO-DATA-GRAPH DISPLACEMENT - TOUCHDESIGNER TUTORIAL,https://www.youtube.com/watch?v=gWusA464neI,Beginner Guides (Beginner Guides),120785,2024-08-09,56:46,3406,97.86,-2.48,-37.53,,
bileam tschepe (elekktronaut),Line MAT Structures – TouchDesigner Tutorial 20,https://www.youtube.com/watch?v=BZR1f2YqFVs,"Beginner Guides (Beginner Guides, Core Fundamentals)",119046,2020-08-10,16:15,975,75.64,-39.81,25.94,,
bileam tschepe (elekktronaut),03 – The Interface – TouchDesigner Beginner Course,https://www.youtube.com/watch?v=xtp1CLzWRUk,"Beginner Guides (Beginner Guides, Core Fundamentals)",113434,2020-08-10,13:03,783,58.2,-70.01,35.39,,
Torin Blankensmith,Audio-Reactive Visuals in TouchDesigner,https://www.youtube.com/watch?v=R7sAomk2vR4,"Generative Art (Generative Art, Audio Reactivity)",108457,2022-08-10,21:44,1304,-18.68,-61.75,-35.16,,
supermarket sallad,"Collapsing Noise - Particles, Instancing, Audio-Reactive TOUCHDESIGNER TUTORIAL",https://www.youtube.com/watch?v=qLebV9rjqb4,"Generative Art (Generative Art, Audio Reactivity, Point Clouds & Instancing)",108073,2025-08-09,23:01,1381,-22.32,-63.73,-22.61,,
CutMod,TouchDesigner Kinect TOP Tutorial 1 (uncut recording),https://www.youtube.com/watch?v=r-EOtQhdJxg,"Core Fundamentals (Core Fundamentals, Audio Reactivity, Sensors & Tracking)",107258,2017-08-11,37:10,2230,-67.06,19.76,-12.46,,
bileam tschepe (elekktronaut),Audioreactive Particle Cloud (new) – TouchDesigner Tutorial 65,https://www.youtube.com/watch?v=olhePB-r7I4,Beginner Guides (Beginner Guides),104296,2023-08-10,16:24,984,94.64,-16.76,-32.21,,
bileam tschepe (elekktronaut),Abstract 3D Sculpture – TouchDesigner Tutorial 43,https://www.youtube.com/watch?v=heNlC53o40s,"Core Fundamentals (Core Fundamentals, Generative Art, 3D & Geometry (SOPs), Point Clouds & Instancing)",103543,2022-08-10,28:17,1697,-93.42,47.62,9.85,,
supermarket sallad,Particle Clouds and Pseudo-Plexus TOUCHDESIGNER TUTORIAL,https://www.youtube.com/watch?v=ZgYxo6o-o9s,"Core Fundamentals (Core Fundamentals, Generative Art)",102800,2024-08-09,13:37,817,-103.58,32.01,-0.88,,
bileam tschepe (elekktronaut),Particle Paths – TouchDesigner Tutorial 64,https://www.youtube.com/watch?v=JeRPGeYBwXo,Beginner Guides (Beginner Guides),102645,2023-08-10,23:48,1428,83.03,-18.93,-22.34,,
bileam tschepe (elekktronaut),Simple Motion Visualisation – TouchDesigner Tutorial 55,https://www.youtube.com/watch?v=QGuquFiInqY,Sensors & Tracking (Sensors & Tracking),102219,2022-08-10,22:29,1349,-59.15,-103.68,50.25,,
bileam tschepe (elekktronaut),Collages – TouchDesigner Tutorial 52,https://www.youtube.com/watch?v=jDYtJ1HyJ8U,"Core Fundamentals (Core Fundamentals, Point Clouds & Instancing)",101061,2022-08-10,26:24,1584,-67.35,40.54,4.34,,
PPPANIK,TOUCHDESIGNER TUTORIAL - TURN ANY IMAGE INTO WATERCOLOR PAINTING,https://www.youtube.com/watch?v=9ynL-JckDkY,Beginner Guides (Beginner Guides),100103,2021-08-10,14:38,878,71.48,-11.49,-37.88,,
anya maryina,Animated .fbx into Particles | TouchDesigner Tutorial,https://www.youtube.com/watch?v=NGL1BNI-mgM,"Beginner Guides (Beginner Guides, Point Clouds & Instancing)",99446,2024-08-09,10:48,648,6.41,-3.47,33.97,,
Alvie Starr (森 大地),Interactive Fluid Simulation - TouchDesigner + Kinect,https://www.youtube.com/watch?v=PaJhKxqBh9o,Sensors & Tracking (Sensors & Tracking),99389,2023-08-10,00:18,18,-65.07,-100.39,64.85,,
The Interactive & Immersive HQ,03 - Creating Operators - TouchDesigner Tutorial: Beginner Crash Course,https://www.youtube.com/watch?v=W6hqZStsWKE,"Beginner Guides (Beginner Guides, Core Fundamentals)",99144,2022-08-10,02:37,157,57.37,-66.81,42.17,,
bileam tschepe (elekktronaut),Basic Setup – TouchDesigner + Ableton Tutorial 1,https://www.youtube.com/watch?v=8fBo5oFZPck,Beginner Guides (Beginner Guides),96617,2020-08-10,06:04,364,39.53,10.07,2.75,,
noones img,Morphing between objects - Instancing (Touchdesigner tutorial),https://www.youtube.com/watch?v=2EwQSCZ0Hs8,"Core Fundamentals (Core Fundamentals, Point Clouds & Instancing)",96227,2021-08-10,02:23,143,-66.93,40.17,5.81,,
supermarket sallad,Flowy flowers with Particles GPU - TOUCHDESIGNER TUTORIAL,https://www.youtube.com/watch?v=2RZsU1ZXQ0w,Point Clouds & Instancing (Point Clouds & Instancing),94168,2024-08-09,16:53,1013,-106.28,-30.37,46.24,,
bileam tschepe (elekktronaut),Image Instancing – TouchDesigner Tutorial 26,https://www.youtube.com/watch?v=dCWUiyBYeho,"Core Fundamentals (Core Fundamentals, 3D & Geometry (SOPs), Point Clouds & Instancing)",94165,2021-08-10,26:31,1591,-74.84,46.93,14.79,,
Daniel Steenhoff,Abstract Fluid Simulation - TouchDesigner Tutorial (beginner friendly),https://www.youtube.com/watch?v=e7K_UX7KUzw,"Beginner Guides (Beginner Guides, Generative Art)",92545,2024-08-09,04:56,296,21.47,-31.89,-0.5,,
nicholaspjm,Wispy Real Time PointClouds - Touchdesigner Tutorial,https://www.youtube.com/watch?v=ZRNM_OUTh2A,Beginner Guides (Beginner Guides),90872,2025-08-09,22:25,1345,80.35,7.95,24.19,,
Okamirufu Vizualizer,Audio Reactive Visuals With TouchDesigner: A Beginner Tutorial for Visual & Music Creators,https://www.youtube.com/watch?v=dkWwZ1CryYo,"Beginner Guides (Beginner Guides, Core Fundamentals, Generative Art, Audio Reactivity)",90590,2024-08-09,23:50,1430,27.43,-54.37,-15.32,,
Pao Olea,[TD Drop #01] Stars - TouchDesigner Tutorial,https://www.youtube.com/watch?v=WCPv27M_LLE,Core Fundamentals (Core Fundamentals),87913,2023-08-10,14:55,895,-79.81,62.68,-23.2,,
nicholaspjm,Image & Video to 3D PointCloud in Touchdesigner Tutorial,https://www.youtube.com/watch?v=3xNk2FgFKiM,3D & Geometry (SOPs) (3D & Geometry (SOPs)),86600,2025-08-09,27:11,1631,-6.24,9.93,103.91,,
Okamirufu Vizualizer,TouchDesigner Tutorial: Video to ParticlesGPU - Turn Any Video into Organic Particles,https://www.youtube.com/watch?v=hrxn_ouFyV0,"Core Fundamentals (Core Fundamentals, Point Clouds & Instancing)",85331,2025-08-09,08:35,515,-59.1,36.01,12.92,,
pwnisher,How I Create Audio-Reactive Art | Touch Designer Crash Course,https://www.youtube.com/watch?v=12J2XH2UxDc,"Core Fundamentals (Core Fundamentals, Generative Art, Audio Reactivity)",85284,2025-09-13,48:31,2911,-101.63,24.75,-12.85,,
bileam tschepe (elekktronaut),08.01 – TOPs Part 1 – TouchDesigner Beginner Course,https://www.youtube.com/watch?v=gVAPBqdUcgs,"Beginner Guides (Beginner Guides, Core Fundamentals)",84834,2020-08-10,26:48,1608,44.78,-49.24,28.76,,
The Interactive & Immersive HQ,Projection Mapping Tools in TouchDesigner - TouchDesigner Tutorial 046,https://www.youtube.com/watch?v=mTH7ZB4x47Q,Projection Mapping (Projection Mapping),83931,2021-08-10,09:58,598,-10.82,100.75,17.76,,
noones img,Superfast 3d mapping (touchdesigner tutorial),https://www.youtube.com/watch?v=chLpe-Il-6A,"Core Fundamentals (Core Fundamentals, Projection Mapping, 3D & Geometry (SOPs))",82983,2021-08-10,03:19,199,-64.37,80.71,8.9,,
bileam tschepe (elekktronaut),"Perform Mode / Projector Setup – TouchDesigner Tips, Tricks & FAQs 15",https://www.youtube.com/watch?v=UBmTkOCovus,"Beginner Guides (Beginner Guides, Projection Mapping)",81942,2022-08-10,12:38,758,20.64,81.77,18.13,,
bileam tschepe (elekktronaut),Abstract Speech Visualisation – TouchDesigner Tutorial 45,https://www.youtube.com/watch?v=1FgJ842dyr4,"Generative Art (Generative Art, Audio Reactivity)",80509,2022-08-10,17:49,1069,-24.91,-71.13,-35.13,,
bileam tschepe (elekktronaut),04 – Operator Families – TouchDesigner Beginner Course,https://www.youtube.com/watch?v=oIFFuoeZMIE,"Beginner Guides (Beginner Guides, Core Fundamentals)",78272,2020-08-10,10:57,657,69.98,-53.57,37.83,,
bileam tschepe (elekktronaut),Generative Shapes – TouchDesigner Tutorial 51,https://www.youtube.com/watch?v=vzi-ktOsxJo,"Generative Art (Generative Art, Point Clouds & Instancing)",78190,2022-08-10,21:18,1278,-38.59,-61.95,-23.88,,
bileam tschepe (elekktronaut),Circuit Bending – TouchDesigner Tutorial 42,https://www.youtube.com/watch?v=mAp_wxuuw_U,Beginner Guides (Beginner Guides),77771,2021-08-10,19:10,1150,90.07,7.94,-25.03,,
Alvie Starr (森 大地),Something Scintillant - TouchDesigner,https://www.youtube.com/watch?v=_AuGX_TBDnI,Beginner Guides (Beginner Guides),75402,2022-08-10,00:26,26,72.84,0.87,-10.05,,
bileam tschepe (elekktronaut),02 – Download and Updates – TouchDesigner Beginner Course,https://www.youtube.com/watch?v=F-Gma6_Xj8E,"Beginner Guides (Beginner Guides, Core Fundamentals)",75358,2020-08-10,03:03,183,57.41,-55.31,21.22,,
Outsanda,Hand attracted particles - touchdesigner tutorial,https://www.youtube.com/watch?v=0agyZ8gVZ1E,"Core Fundamentals (Core Fundamentals, 3D & Geometry (SOPs), Point Clouds & Instancing, Sensors & Tracking)",75090,2023-08-10,06:53,413,-78.84,35.83,16.11,,
The Interactive & Immersive HQ,Generative Geometric Design in TouchDesigner - TouchDesigner Tutorial 020,https://www.youtube.com/watch?v=coS_lvjnD4w,"Core Fundamentals (Core Fundamentals, Generative Art)",74698,2021-08-10,20:45,1245,-104.97,35.97,-5.15,,
TouchDesigner,Intro to TouchDesigner for Pixel Mapping - Ben Voigt and Markus Heckmann,https://www.youtube.com/watch?v=ShYYcr30vJw,"Beginner Guides (Beginner Guides, Projection Mapping)",74500,2018-08-11,01:45:15,6315,19.43,95.89,16.32,,
bileam tschepe (elekktronaut),Particle Image Reveal – TouchDesigner Tutorial 3,https://www.youtube.com/watch?v=RbBzdBTLOvg,Beginner Guides (Beginner Guides),74427,2019-08-11,11:38,698,78.23,-15.83,-28.15,,
Benjamin Carrier,Tracking motion without a Kinect - Quick Tips TouchDesigner EN,https://www.youtube.com/watch?v=HIn2IBBhxXk,"3D & Geometry (SOPs) (3D & Geometry (SOPs), Sensors & Tracking)",73573,2020-08-10,05:16,316,-16.04,-26.12,107.57,,
The Interactive & Immersive HQ,07 - Operator Basics - TouchDesigner Tutorial: Beginner Crash Course,https://www.youtube.com/watch?v=w5X41zgrYXk,"Beginner Guides (Beginner Guides, Core Fundamentals)",73538,2022-08-10,11:39,699,68.51,-56.87,46.65,,
bileam tschepe (elekktronaut),05 – Operators – TouchDesigner Beginner Course,https://www.youtube.com/watch?v=OJl6n9an8hA,"Beginner Guides (Beginner Guides, Core Fundamentals)",72169,2020-08-10,17:28,1048,58.35,-47.53,35.82,,
Maurizio Orlando,Touchdesigner - Kinect - Psychedelic shape in 5 minutes (tutorial),https://www.youtube.com/watch?v=PNr_owSi50o,Sensors & Tracking (Sensors & Tracking),71797,2020-08-10,06:39,399,-46.95,-107.25,70.99,,
bileam tschepe (elekktronaut),Organic Growth – TouchDesigner Tutorial 25,https://www.youtube.com/watch?v=BKiK9G53WOw,"Beginner Guides (Beginner Guides, Generative Art)",71534,2021-08-10,16:56,1016,13.81,-35.51,1.16,,
bileam tschepe (elekktronaut),16 – Instancing – TouchDesigner Beginner Course,https://www.youtube.com/watch?v=rYet0SwTYa0,"Beginner Guides (Beginner Guides, Core Fundamentals, 3D & Geometry (SOPs), Point Clouds & Instancing)",71134,2020-08-10,33:03,1983,2.07,-19.26,47.26,,
bileam tschepe (elekktronaut),08.02 – TOPs Part 2 – TouchDesigner Beginner Course,https://www.youtube.com/watch?v=DzD2ilLO-9Q,"Beginner Guides (Beginner Guides, Core Fundamentals, Generative Art)",70868,2020-08-10,26:45,1605,29.97,-45.27,11.4,,
bileam tschepe (elekktronaut),Descending Feedback – TouchDesigner Tutorial 68,https://www.youtube.com/watch?v=_DmFzN_FhGY,Generative Art (Generative Art),70721,2024-08-09,17:52,1072,-39.16,-69.41,-38.05,,
bileam tschepe (elekktronaut),Fractals – TouchDesigner Tutorial 38,https://www.youtube.com/watch?v=h6U-RVpG5X8,Generative Art (Generative Art),69861,2021-08-10,08:25,505,-47.53,-59.73,-32.58,,
Function Store,Directional Motion Detection and Tracking using Webcam in TouchDesigner #touchdesigner #tutorial,https://www.youtube.com/watch?v=ju4F1cGhE6Q,Sensors & Tracking (Sensors & Tracking),65617,2023-08-10,15:41,941,-50.6,-107.94,49.96,,
anya maryina,Interactive Particles with Slamtec LiDAR | TouchDesigner Tutorial (Part I),https://www.youtube.com/watch?v=Jz-irdEYUZM,"Generative Art (Generative Art, Point Clouds & Instancing)",64648,2025-08-09,18:59,1139,-38.3,-66.76,-21.47,,
Xtal,Reimagining Digital Texture: Crafting Bitmap Artwork [TOUCHDESIGNER TUTORIAL],https://www.youtube.com/watch?v=m1D8jQT0d3c,Beginner Guides (Beginner Guides),64080,2025-08-09,14:14,854,77.27,25.42,-31.68,,
bileam tschepe (elekktronaut),Watercolors – TouchDesigner Tutorial 23,https://www.youtube.com/watch?v=0nI8V7XZ7yk,Generative Art (Generative Art),62972,2020-08-10,23:00,1380,-37.38,-62.83,-35.95,,
TouchDesigner,Intro to TouchDesigner for Projection Mapping - Elburz Sorkhabi,https://www.youtube.com/watch?v=1QyFy6aJM4U,"Beginner Guides (Beginner Guides, Projection Mapping)",62240,2018-08-11,01:24:04,5044,13.12,92.13,17.37,,
PPPANIK,INTERACTIVE PARTICLE WATERFALL - TOUCHDESIGNER TUTORIAL,https://www.youtube.com/watch?v=QcDv6i-bM9U,Beginner Guides (Beginner Guides),62149,2024-08-09,36:10,2170,77.37,-27.4,-21.91,,
The Interactive & Immersive HQ,06 - Hotkey Notes - TouchDesigner Tutorial: Beginner Crash Course,https://www.youtube.com/watch?v=5mkq2afnjHM,"Beginner Guides (Beginner Guides, Core Fundamentals)",62040,2022-08-10,01:52,112,54.39,-59.52,41.7,,
The Interactive & Immersive HQ,10 - Working with TOPs - TouchDesigner Tutorial: Beginner Crash Course,https://www.youtube.com/watch?v=xsXBO6JQVWU,"Beginner Guides (Beginner Guides, Core Fundamentals)",61886,2022-08-10,26:16,1576,41.1,-62.62,43.65,,
bileam tschepe (elekktronaut),Simple VHS Animations – TouchDesigner Tutorial 18,https://www.youtube.com/watch?v=WS4iZxoQT5s,Beginner Guides (Beginner Guides),61622,2020-08-10,41:19,2479,61.8,3.21,-28.35,,
Xtal,Transform Your Videos with  Unique Glitch Effects [TOUCHDESIGNER TUTORIAL],https://www.youtube.com/watch?v=UElVwlq1MjE,Beginner Guides (Beginner Guides),61222,2025-08-09,18:18,1098,100.27,32.36,-4.43,,
bileam tschepe (elekktronaut),Audio Analysis Deck – TouchDesigner Tutorial 33,https://www.youtube.com/watch?v=VwEoniNx5e8,Audio Reactivity (Audio Reactivity),60899,2021-08-10,45:54,2754,49.02,-105.27,-57.45,,
The Interactive & Immersive HQ,08 - Parameters & Operator Info - TouchDesigner Tutorial: Beginner Crash Course,https://www.youtube.com/watch?v=i8pZAhpowMo,"Beginner Guides (Beginner Guides, Core Fundamentals)",59976,2022-08-10,13:21,801,73.55,-64.33,39.69,,
bileam tschepe (elekktronaut),Image Stacking – TouchDesigner Tutorial 39,https://www.youtube.com/watch?v=kNCnyUaMZSg,Beginner Guides (Beginner Guides),59338,2021-08-10,25:39,1539,74.66,-9.72,-29.92,,
nicholaspjm,Particle Audio Displacement - Beginner Friendly Touchdesigner Tutorial,https://www.youtube.com/watch?v=HdDLYjSyyOo,"Beginner Guides (Beginner Guides, Audio Reactivity)",58610,2025-08-09,29:39,1779,49.55,-56.27,-26.8,,
PPPANIK,GENERATIVE ORGANIC STRUCTURE - TOUCHDESIGNER TUTORIAL,https://www.youtube.com/watch?v=cnIK7aGHf6o,Generative Art (Generative Art),57838,2024-08-09,39:14,2354,-49.94,-67.77,-32.63,,
The Interactive & Immersive HQ,11 - Working with CHOPs - TouchDesigner Tutorial: Beginner Crash Course,https://www.youtube.com/watch?v=Z3nFfb0F6y0,"Beginner Guides (Beginner Guides, Core Fundamentals)",57776,2022-08-10,20:37,1237,40.05,-64.01,42.94,,
bileam tschepe (elekktronaut),09.01 – CHOPs Part 1 – TouchDesigner Beginner Course,https://www.youtube.com/watch?v=OO_RUQ68q7A,"Beginner Guides (Beginner Guides, Core Fundamentals)",57186,2020-08-10,22:30,1350,46.98,-62.45,24.31,,
Outsanda,Hand tracking using mediapipe - touchdesigner tutorial,https://www.youtube.com/watch?v=vooxlhcVSTc,"Core Fundamentals (Core Fundamentals, Sensors & Tracking)",56770,2024-08-09,16:21,981,-71.49,14.83,-10.54,,
TouchDesigner,GLSL 101 Shaders for Everyone - VanTa,https://www.youtube.com/watch?v=QtrzuSFfsSo,GLSL & Shader Programming (GLSL & Shader Programming),55335,2020-08-10,02:48:21,10101,-58.69,16.64,-111.3,,
Acrylicode,TouchDesigner Beginner Tutorial II,https://www.youtube.com/watch?v=mCdKQtlXS_0,Beginner Guides (Beginner Guides),53833,2022-08-10,06:15,375,91.3,-16.21,1.92,,
Simon Alexander-Adams,Instancing Geometry in TouchDesigner,https://www.youtube.com/watch?v=BFG-FBKuJow,"Beginner Guides (Beginner Guides, Core Fundamentals, 3D & Geometry (SOPs), Point Clouds & Instancing)",53366,2019-08-11,28:03,1683,0.61,-18.41,46.56,,
bileam tschepe (elekktronaut),15 – Audio Overview – TouchDesigner Beginner Course,https://www.youtube.com/watch?v=_W_qOMhEnfI,"Beginner Guides (Beginner Guides, Core Fundamentals, Audio Reactivity)",53267,2020-08-10,23:22,1402,47.42,-58.91,-15.56,,
noones img,Basic particle system with GLSL TOP (Touchdesigner tutorial),https://www.youtube.com/watch?v=IDyDc3kAUzI,"Core Fundamentals (Core Fundamentals, GLSL & Shader Programming)",52751,2021-08-10,08:34,514,-70.13,34.48,-53.93,,
