autor,titulo,enlace,categoria_descriptores,vistas_reales,fecha_publicacion,duracion,duracion_segundos,latent_x,latent_y,latent_z,categoria_principal,tags
Hooson,How To Make A 2D Endless Runner For Beginners - Easy Unity Tutorial,https://www.youtube.com/watch?v=U3sT-T5bKX4,"Beginner Guides (Beginner Guides, 2D Physics & Movement)",317703,2021-08-10,29:08,1748,-37.98,102.84,29.88,,
Tesseract,20 Advanced Coding Tips For Big Unity Projects,https://www.youtube.com/watch?v=dLCLqEkbGEQ,C# Programming & Logic (C# Programming & Logic),316634,2023-08-10,22:23,1343,93.93,-43.61,-7.65,,
Gabriel Aguiar Prod.,Unity Shader Graph - Stylized Trails Tutorial,https://www.youtube.com/watch?v=wvK6MNlmCCE,Shader Graph & Shaders (Shader Graph & Shaders),305550,2022-08-10,17:32,1052,16.95,-112.14,-5.54,,
Press Start,Unity Movement [RigidBody vs Translate],https://www.youtube.com/watch?v=ixM2W2tPn6c,3D Physics & Raycasting (3D Physics & Raycasting),292673,2019-08-11,09:00,540,25.62,77.08,-26.99,,
Unity,UI Canvas - Unity Official Tutorials,https://www.youtube.com/watch?v=OD-p1eMsyrU,UI Canvas & HUD Design (UI Canvas & HUD Design),288940,2015-08-12,06:01,361,64.93,-18.46,-56.97,,
Brackeys,How to make a LEVEL EDITOR in Unity,https://www.youtube.com/watch?v=B_Xp9pt8nRY,Beginner Guides (Beginner Guides),288280,2017-08-11,12:13,733,-12.21,-22.68,-55.49,,
Brackeys,PERLIN NOISE in Unity - Procedural Generation Tutorial,https://www.youtube.com/watch?v=bG0uEXV6aHQ,Beginner Guides (Beginner Guides),286671,2017-08-11,10:34,634,-87.81,-27.76,12.27,,
iHeartGameDev,How to Program in Unity: State Machines Explained,https://www.youtube.com/watch?v=Vt8aZDPzRjI,C# Programming & Logic (C# Programming & Logic),286455,2022-08-10,18:56,1136,95.02,-1.54,37.48,,
Weaver,How to Start Making Games (With NO Experience),https://www.youtube.com/watch?v=0tGhUExJCEI,Beginner Guides (Beginner Guides),281223,2025-08-09,04:33,273,-91.78,8.88,-30.76,,
Sebastian Lague,[Unity] Procedural Object Placement (E01: poisson disc sampling),https://www.youtube.com/watch?v=7WcmyxyFO7o,Beginner Guides (Beginner Guides),275760,2019-08-11,18:33,1113,-93.45,-45.2,-3.8,,
ThatOneUnityDev,How To Make A 2.5D Game  - Unity,https://www.youtube.com/watch?v=cqNBA9Pslg8,Beginner Guides (Beginner Guides),271938,2023-08-10,06:47,407,-31.6,6.72,-34.87,,
AlexDev,Learn Unity by Making a 2D Game – Full Beginner Course (6 Hours),https://www.youtube.com/watch?v=ZEtKg9AyEJc,"Beginner Guides (Beginner Guides, 2D Physics & Movement)",271852,2025-08-09,05:59:38,21578,-45.23,99.98,1.19,,
Code Monkey,Learn Unity 2D Beginner FREE COMPLETE Course (Unity Tutorial 2026),https://www.youtube.com/watch?v=nGKd4yTP3M8,"Beginner Guides (Beginner Guides, 2D Physics & Movement)",258542,2025-09-13,05:31:04,19864,-34.6,88.85,-3.69,,
bblakeyyy,How to make a 2D platformer - Unity Tutorial Crash Course,https://www.youtube.com/watch?v=nPigL-dIqgE,2D Physics & Movement (2D Physics & Movement),257822,2022-08-10,40:31,2431,-3.18,89.37,62.66,,
Code Monkey,"Simple Enemy AI in Unity (State Machine, Find Target, Chase, Attack)",https://www.youtube.com/watch?v=db0KWYaWfeM,Animator & State Machines (Animator & State Machines),250505,2020-08-10,16:26,986,35.76,-13.15,71.72,,
CodeMonkey - Coding Games for Kids,CodeMonkey Trailer - How to Code for Beginners,https://www.youtube.com/watch?v=RqSzdmSUHVo,C# Programming & Logic (C# Programming & Logic),246124,2016-08-11,01:18,78,73.56,-23.72,49.15,,
Code Monkey,What are Interfaces? (C# Basics),https://www.youtube.com/watch?v=MZOrGXk4XFI,Beginner Guides (Beginner Guides),246097,2020-08-10,13:53,833,-8.53,-17.63,45.08,,
Sebastian Lague,Unity Touchscreen Input Tutorial,https://www.youtube.com/watch?v=SrCUO46jcxk,Beginner Guides (Beginner Guides),244825,2014-08-12,18:24,1104,-47.49,-25.77,-16.09,,
Code Monkey,Making Flappy Bird in Unity (COMPLETE Unity Tutorial for Beginners),https://www.youtube.com/watch?v=b5Wpni9KPik,Beginner Guides (Beginner Guides),242803,2019-08-11,01:59:25,7165,-4.21,-41.16,-31.48,,
Code Monkey,Simple Turn-Based RPG Battle System (Unity Tutorial),https://www.youtube.com/watch?v=0QU0yV0CYT4,Beginner Guides (Beginner Guides),241949,2019-08-11,35:22,2122,-91.11,-42.44,-48.36,,
BMo Dev,Easy 3D Animations for Unity Beginners from Mixamo,https://www.youtube.com/watch?v=Vsj_UpnLFF8,3D Physics & Raycasting (3D Physics & Raycasting),239746,2023-08-10,06:55,415,58.54,58.48,-55.69,,
Thomas Brush,How To Make A 3D Game In 5 Minutes (Unity Tutorial),https://www.youtube.com/watch?v=yT4QEdrh1bw,3D Physics & Raycasting (3D Physics & Raycasting),239327,2023-08-10,05:05,305,49.98,86.73,-38.1,,
Isto Inc.,The Beginners Guide to Creating Realistic Graphics (In Unity),https://www.youtube.com/watch?v=fBQvL5YR3eg,Beginner Guides (Beginner Guides),238113,2025-08-09,22:02,1322,-93.21,33.9,36.32,,
Charger Games,Unity C# Scripting Basics in One Hour ( 2025 Working ),https://www.youtube.com/watch?v=MX_KK7u53As,"Beginner Guides (Beginner Guides, C# Programming & Logic)",234200,2018-08-11,01:07:08,4028,41.67,17.25,10.71,,
Jimmy Vegas,HOW TO MAKE A GAME IN UNITY 6 - FULL COURSE TUTORIAL - HOW TO MAKE A GAME FOR BEGINNERS,https://www.youtube.com/watch?v=L-81sc7Alx4,Beginner Guides (Beginner Guides),231105,2025-08-09,03:55:19,14119,-21.77,11.42,-46.73,,
Restful Coder,Unity Pixel Art Game Tutorial - Complete Starting Setup,https://www.youtube.com/watch?v=PAA_lCutsfE,Beginner Guides (Beginner Guides),228832,2022-08-10,51:43,3103,2.77,-17.9,-30.76,,
Coco Code,How to scale Unity UI objects for every screen - Unity UI tutorial,https://www.youtube.com/watch?v=QnT-2KxVvyk,"Beginner Guides (Beginner Guides, UI Canvas & HUD Design)",214407,2021-08-10,05:59,359,21.19,-12.71,-116.53,,
Tarodev,How to make a menu in Unity - UI Tutorial,https://www.youtube.com/watch?v=lF26yGJbsQk,UI Canvas & HUD Design (UI Canvas & HUD Design),213265,2022-08-10,26:27,1587,30.71,-11.24,-76.89,,
Code Monkey,Unity Tutorial for Beginners - Simple 2D Scene Setup,https://www.youtube.com/watch?v=Py8akSRnwuI,"Beginner Guides (Beginner Guides, 2D Physics & Movement)",212979,2018-08-11,07:58,478,-27.19,88.5,22.57,,
Code Monkey,Control Units and Give Orders! (Unity RTS Tutorial),https://www.youtube.com/watch?v=mCIkCXz9mxI,Beginner Guides (Beginner Guides),210590,2020-08-10,17:14,1034,-9.5,-15.5,3.0,,
Charger Games,Unity C# Scripting - Full Game Development Course,https://www.youtube.com/watch?v=VEnZzwW_OJM,C# Programming & Logic (C# Programming & Logic),207716,2023-08-10,04:17:41,15461,76.24,-31.85,1.17,,
Code Monkey,Kickstart your game with First and Third Person Controllers! (FREE Unity Starter Assets),https://www.youtube.com/watch?v=jXz5b_9z0Bc,Beginner Guides (Beginner Guides),206716,2021-08-10,14:43,883,-41.27,42.57,47.06,,
Unity,Physics Objects (Rigidbodies) - Unity Official Tutorials,https://www.youtube.com/watch?v=WTGcs10Sj34,"Beginner Guides (Beginner Guides, 3D Physics & Raycasting)",204240,2013-08-12,05:32,332,6.22,59.38,4.23,,
Jayanam,Unity 2021 Animator Controller Beginner Tutorial,https://www.youtube.com/watch?v=tveRasxUabo,"Beginner Guides (Beginner Guides, Animator & State Machines)",204232,2022-08-10,04:04,244,34.09,35.33,60.9,,
Sebastian Lague,Unity Create a Game Series (E01. player controller),https://www.youtube.com/watch?v=jdv8erC7ML8,C# Programming & Logic (C# Programming & Logic),203164,2016-08-11,15:09,909,115.43,-33.66,2.01,,
Creauctopus,How to Start Mobile Game Development in 2025 (Full Beginner Guide),https://www.youtube.com/watch?v=FD2OiJPSGx0,Beginner Guides (Beginner Guides),203022,2025-08-09,08:34,514,-74.81,34.53,-26.65,,
Code Monkey,Learn C# Intermediate FREE Tutorial Course! [2026],https://www.youtube.com/watch?v=I6kx-_KXNz4,Beginner Guides (Beginner Guides),201236,2024-08-09,04:08:38,14918,-13.58,27.28,-88.04,,
Gabriel Aguiar Prod.,Unity Shader Graph - Fire Flames Shader Tutorial,https://www.youtube.com/watch?v=glSsaRpHKos,"Shader Graph & Shaders (Shader Graph & Shaders, VFX & Particles)",201068,2019-08-11,13:45,825,6.63,-79.36,29.01,,
Charger Games,Build A Complete Android Game Today - Unity Android Tutorial,https://www.youtube.com/watch?v=3y28i5n2g0Q,Beginner Guides (Beginner Guides),198940,2023-08-10,48:19,2899,-103.47,38.57,-32.21,,
Code Monkey,How to Make a Game! Download and Create New Project (Unity Tutorial for Beginners Unity Basics),https://www.youtube.com/watch?v=hKXsL7XNa9M,Beginner Guides (Beginner Guides),195708,2022-08-10,12:14,734,-19.01,-5.58,-43.09,,
Unity,C# Events in Unity! - Intermediate Scripting Tutorial,https://www.youtube.com/watch?v=k4JlFxPcqlg,C# Programming & Logic (C# Programming & Logic),194543,2021-08-10,06:46,406,66.2,-1.04,5.09,,
Sebastian Lague,Character Creation (E07: Unity character controller),https://www.youtube.com/watch?v=ZwD1UHNCzOc,"Beginner Guides (Beginner Guides, C# Programming & Logic, 3D Physics & Raycasting)",192978,2017-08-11,18:21,1101,13.32,33.38,7.72,,
Ketra Games,Creating Simple Animations (Unity Tutorial),https://www.youtube.com/watch?v=JVFg9g4f-ME,Beginner Guides (Beginner Guides),190410,2022-08-10,06:20,380,-44.06,-44.81,-2.05,,
Code Monkey,How to make a Health System | Unity Tutorial,https://www.youtube.com/watch?v=0T5ei9jN63M,Beginner Guides (Beginner Guides),189675,2018-08-11,11:52,712,-20.59,-11.64,-21.72,,
Coco Code,Master Unity UI - 2025 Unity UI Course (FREE 1 hour masterclass),https://www.youtube.com/watch?v=Unnd0cOSiLU,UI Canvas & HUD Design (UI Canvas & HUD Design),186933,2025-08-09,01:08:32,4112,29.05,-28.46,-87.91,,
Coco Code,Create UI ANIMATIONS without ❌CODING❌! - Unity UI tutorial,https://www.youtube.com/watch?v=br9YzpiBeIw,"Beginner Guides (Beginner Guides, UI Canvas & HUD Design)",186720,2021-08-10,17:39,1059,10.76,-14.24,-102.61,,
Gabriel Aguiar Prod.,Unity Shader Graph - Waterfall Effect Tutorial,https://www.youtube.com/watch?v=yJ0NRr-DdYU,Shader Graph & Shaders (Shader Graph & Shaders),183481,2020-08-10,23:05,1385,36.14,-99.74,-17.26,,
Sebastian Lague,[Unity Tutorial]  First Person Controller: Spherical Worlds,https://www.youtube.com/watch?v=TicipSVT-T8,Beginner Guides (Beginner Guides),180330,2015-08-12,33:47,2027,-42.89,-23.71,13.66,,
Daniel Ilett,Unity Shader Graph Basics (Part 1 - Your First Shader),https://www.youtube.com/watch?v=TbZYoSu1w8Y,"Beginner Guides (Beginner Guides, Shader Graph & Shaders)",173402,2024-08-09,07:40,460,19.69,-52.58,-2.15,,
Daniel Ilett,How To Use All 200+ Nodes in Unity Shader Graph,https://www.youtube.com/watch?v=84A1FcQt9v4,Shader Graph & Shaders (Shader Graph & Shaders),170615,2021-08-10,01:21:31,4891,-6.96,-84.36,-9.26,,
Sasquatch B Studios,Make Flappy Bird in 5 Minutes (Unity Tutorial),https://www.youtube.com/watch?v=hKGzSYXPQwY,C# Programming & Logic (C# Programming & Logic),170470,2023-08-10,06:02,362,120.0,-12.98,14.15,,
Jason Weimann (GameDev),"Unity3D Physics - Rigidbodies, Colliders, Triggers",https://www.youtube.com/watch?v=dLYTwDQmjdo,3D Physics & Raycasting (3D Physics & Raycasting),168854,2020-08-10,30:25,1825,34.11,90.15,-68.43,,
Gamedev Greedable,How to Create 2D Sprites & Import Them into Unity - Workflow Tutorial,https://www.youtube.com/watch?v=l7aEJufAXfk,2D Physics & Movement (2D Physics & Movement),168624,2023-08-10,09:00,540,12.64,106.92,37.06,,
semikoder,How to make the Best Player Controller in Unity,https://www.youtube.com/watch?v=z3dequX5g_E,3D Physics & Raycasting (3D Physics & Raycasting),167997,2025-08-09,08:03,483,65.0,91.39,-23.76,,
Sebastian Lague,Field of view visualisation (E02),https://www.youtube.com/watch?v=73Dc5JTCmKI,Beginner Guides (Beginner Guides),167302,2016-08-11,27:22,1642,-120.0,-0.05,-3.01,,
Gabriel Aguiar Prod.,Unity Shader Graph - Laser Beam Tutorial,https://www.youtube.com/watch?v=mGd3nYXj1Oc,Shader Graph & Shaders (Shader Graph & Shaders),167271,2019-08-11,24:55,1495,16.81,-91.97,-5.99,,
MadCat Tutorials,Unity UI Toolkit in 5 Minutes,https://www.youtube.com/watch?v=yUXFHAOXhcA,UI Canvas & HUD Design (UI Canvas & HUD Design),166541,2023-08-10,05:46,346,35.0,-19.64,-53.55,,
Sebastian Lague,Introduction to Game Development (E18: raycasting),https://www.youtube.com/watch?v=fFq5So-UB0E,Beginner Guides (Beginner Guides),164542,2017-08-11,20:58,1258,-52.66,42.32,-6.14,,
Game Dev Guide,Building Runtime UI with UI Toolkit In Unity,https://www.youtube.com/watch?v=6DcwHPxCE54,UI Canvas & HUD Design (UI Canvas & HUD Design),164382,2024-08-09,21:35,1295,44.42,-38.39,-75.68,,
Code Monkey,"Make Animations WITHOUT making Animations! (Grab Items, Carry Objects, Do Anything, IK)",https://www.youtube.com/watch?v=UL2EbxqwozM,"C# Programming & Logic (C# Programming & Logic, Animator & State Machines)",163695,2022-08-10,12:59,779,92.61,-5.21,61.67,,
Game Code Library,"Idle, Run and Jump Animations - Platformer Unity 2D",https://www.youtube.com/watch?v=Sg_w8hIbp4Y,"2D Physics & Movement (2D Physics & Movement, Animator & State Machines)",163234,2023-08-10,10:12,612,0.76,69.08,58.01,,
Code Monkey,Simple UI Setup (Unity Tutorial for Beginners),https://www.youtube.com/watch?v=VHFJgQraVUs,"Beginner Guides (Beginner Guides, UI Canvas & HUD Design)",163209,2018-08-11,05:29,329,8.01,0.52,-95.61,,
Tecnezo,Game Development with Unity | C# | Urdu / Hindi,https://www.youtube.com/watch?v=IjqN3GvQSy8,Beginner Guides (Beginner Guides),162762,2023-08-10,09:22:37,33757,-56.82,37.13,-21.19,,
Toyful Games,Making A Physics Based Character Controller In Unity (for Very Very Valet),https://www.youtube.com/watch?v=qdskE8PJy6Q,3D Physics & Raycasting (3D Physics & Raycasting),162171,2021-08-10,07:25,445,76.26,73.32,-21.58,,
Brackeys,MULTIPLE TARGET CAMERA in Unity,https://www.youtube.com/watch?v=aLpixrPvlB8,Beginner Guides (Beginner Guides),162093,2018-08-11,12:55,775,-63.89,-82.23,18.31,,
Code Monkey,"How to Talk to NPCs! (or Interact with any Object, Open Doors, Push Buttons, Unity Tutorial)",https://www.youtube.com/watch?v=LdoImzaY6M4,Beginner Guides (Beginner Guides),160740,2023-08-10,24:46,1486,-80.45,-62.95,-21.38,,
Gabriel Aguiar Prod.,Unity Shader Graph - Portal Shader Tutorial,https://www.youtube.com/watch?v=w0znZIuvQ2I,Shader Graph & Shaders (Shader Graph & Shaders),160022,2019-08-11,12:47,767,24.16,-74.09,-5.74,,
CG Smoothie,The BEST Outline Shader Graph Tutorial | Unity Tutorials,https://www.youtube.com/watch?v=Bm6Bmcjd1Mw,Shader Graph & Shaders (Shader Graph & Shaders),159919,2023-08-10,14:13,853,0.7,-99.49,-19.84,,
Code Monkey,"What are Scriptable Objects? (EXTREMELY Useful, Make your games Designer Friendly)",https://www.youtube.com/watch?v=7jxS8HIny3Q,Beginner Guides (Beginner Guides),155311,2020-08-10,09:22,562,-24.93,16.21,61.46,,
Jayanam,Unity UI Panel Animation Tutorial,https://www.youtube.com/watch?v=mz9xfDQ4FCk,"UI Canvas & HUD Design (UI Canvas & HUD Design, Animator & State Machines)",154728,2019-08-11,05:20,320,50.85,-19.77,-41.02,,
ButWhyLevin,This Is Why You Can’t Figure Out Programming In Unity! (C# Tutorial),https://www.youtube.com/watch?v=97PeSdLarns,C# Programming & Logic (C# Programming & Logic),153140,2023-08-10,09:25,565,82.56,-12.66,22.81,,
Code Monkey,Simple Liquid Simulation in Unity!,https://www.youtube.com/watch?v=_8v4DRhHu2g,Beginner Guides (Beginner Guides),151857,2021-08-10,15:45,945,-62.41,49.82,65.48,,
Sebastian Lague,Introduction to Game Development (E06: a simple game),https://www.youtube.com/watch?v=jitkNxnn-s8,Beginner Guides (Beginner Guides),150200,2016-08-11,16:32,992,-52.63,57.35,-6.31,,
Tamara Makes Games,"Isometric Game: 3 Ways to Do It - 2D, 3D | Unity Tutorial",https://www.youtube.com/watch?v=XeqKQBIa43g,"2D Physics & Movement (2D Physics & Movement, 3D Physics & Raycasting)",149767,2021-08-10,16:29,989,19.35,89.69,32.82,,
Daniel Ilett,10 Shaders in 10 Minutes - Unity Shader Graph,https://www.youtube.com/watch?v=vje0x1BNpp8,Shader Graph & Shaders (Shader Graph & Shaders),149206,2022-08-10,09:37,577,-1.98,-107.2,0.65,,
Gabriel Aguiar Prod.,Unity Shader Graph - Liquid Effect Tutorial,https://www.youtube.com/watch?v=tI3USKIbnh0,Shader Graph & Shaders (Shader Graph & Shaders),147786,2021-08-10,11:40,700,50.21,-94.97,-1.19,,
Unity,C# Coroutines in Unity! - Intermediate Scripting Tutorial,https://www.youtube.com/watch?v=5L9ksCs6MbE,C# Programming & Logic (C# Programming & Logic),147136,2019-08-11,04:20,260,68.24,-16.95,11.97,,
Sebastian Lague,[Unity] 2D Curve Editor (E01: introduction and concepts),https://www.youtube.com/watch?v=RF04Fi9OCPc,"Beginner Guides (Beginner Guides, 2D Physics & Movement)",146515,2018-08-11,03:49,229,-24.38,102.86,8.71,,
Wild Cockatiel Games,How to Setup Animator and Animations in Unity 2D,https://www.youtube.com/watch?v=AdQz2wStdLY,"2D Physics & Movement (2D Physics & Movement, Animator & State Machines)",146269,2025-08-09,07:18,438,0.02,65.01,73.76,,
The Code Anvil,How to Make Cutscenes with Timeline -UNITY TUTORIAL-,https://www.youtube.com/watch?v=Zb5GxSz5mSI,2D Physics & Movement (2D Physics & Movement),144209,2022-08-10,07:51,471,12.84,86.21,55.6,,
Rytech,How to Create Player Movement in UNITY (Rigidbody & Character Controller),https://www.youtube.com/watch?v=b1uoLBp2I1w,3D Physics & Raycasting (3D Physics & Raycasting),143939,2021-08-10,22:02,1322,58.44,74.97,-14.23,,
Code Monkey,Learn Unity DOTS! (FREE Tutorial Course),https://www.youtube.com/watch?v=1gSnTlUjs-s,Beginner Guides (Beginner Guides),142046,2025-08-09,07:24:05,26645,-20.6,27.09,-76.82,,
Unity,C# Enabling and Disabling Components in Unity! - Beginner Scripting Tutorial,https://www.youtube.com/watch?v=PCdg3cnQfZ4,"Beginner Guides (Beginner Guides, C# Programming & Logic)",141596,2019-08-11,01:21,81,32.21,12.18,-9.96,,
Unity,C# Lists and Dictionaries in Unity! - Intermediate Scripting Tutorial,https://www.youtube.com/watch?v=0WdWiF_Si4I,C# Programming & Logic (C# Programming & Logic),139849,2019-08-11,05:50,350,79.87,-11.77,1.36,,
JD Dev,Unity 6 - Complete Beginners Tutorial (2025),https://www.youtube.com/watch?v=vQY4jsho1nQ,Beginner Guides (Beginner Guides),138974,2025-08-09,20:14,1214,-3.12,-32.77,-13.18,,
SpeedTutor,How To Create Buttons in Unity | Beginner UI Tutorial,https://www.youtube.com/watch?v=gSfdCke3684,"Beginner Guides (Beginner Guides, UI Canvas & HUD Design)",138525,2021-08-10,05:38,338,4.17,-4.43,-111.87,,
Unity,C# Classes in Unity! - Beginner Scripting Tutorial,https://www.youtube.com/watch?v=odKtPBsyFnw,"Beginner Guides (Beginner Guides, C# Programming & Logic)",137168,2019-08-11,06:33,393,27.64,6.0,14.43,,
Sebastian Lague,Introduction to Game Development (E23: stealth game 1/3),https://www.youtube.com/watch?v=jUdx_Nj4Xk0,Beginner Guides (Beginner Guides),136507,2017-08-11,15:35,935,-64.13,46.83,1.01,,
Unity,C# GetComponent in Unity! - Beginner Scripting Tutorial,https://www.youtube.com/watch?v=xbDKC4zP9XY,"Beginner Guides (Beginner Guides, C# Programming & Logic)",135719,2019-08-11,03:02,182,13.23,11.62,12.41,,
Sasquatch B Studios,Get started with UI Toolkit in Unity,https://www.youtube.com/watch?v=_jtj73lu2Ko,"C# Programming & Logic (C# Programming & Logic, UI Canvas & HUD Design)",133715,2024-08-09,12:28,748,69.47,-41.17,-25.92,,
Code Monkey,Simple Sound Manager (Unity Tutorial),https://www.youtube.com/watch?v=QL29aTa7J5Q,"2D Physics & Movement (2D Physics & Movement, 3D Physics & Raycasting)",131440,2019-08-11,19:27,1167,2.29,87.99,28.2,,
Brackeys,"9. Unity Tutorial, PARTICLES - MAKE A GAME",https://www.youtube.com/watch?v=f6s9RO8pZZc,VFX & Particles (VFX & Particles),130941,2014-08-12,18:58,1138,9.82,-61.11,62.7,,
Tarodev,Placing 3D objects on a Unity canvas,https://www.youtube.com/watch?v=8yzpjkoE0YA,"3D Physics & Raycasting (3D Physics & Raycasting, UI Canvas & HUD Design)",130577,2021-08-10,02:25,145,76.21,37.43,-44.44,,
Gabriel Aguiar Prod.,Unity VFX & Shader Graph - Black Hole Effect Tutorial,https://www.youtube.com/watch?v=FlE8e1JwVzs,"Shader Graph & Shaders (Shader Graph & Shaders, VFX & Particles)",128583,2020-08-10,17:25,1045,22.06,-77.66,34.81,,
Unity,C# Loops in Unity! - Beginner Scripting Tutorial,https://www.youtube.com/watch?v=Jefkb3Gm7vE,"Beginner Guides (Beginner Guides, C# Programming & Logic)",127473,2021-08-10,06:31,391,24.3,16.38,4.4,,
Unity,Making a Toon Shader with Unity! (Shader Graph tutorial),https://www.youtube.com/watch?v=_jTXd3x6gOY,Shader Graph & Shaders (Shader Graph & Shaders),126755,2020-08-10,06:27,387,8.59,-75.03,-18.18,,
Sebastian Lague,[Unity] Creating a 2D Platformer (E03. jump physics),https://www.youtube.com/watch?v=PlT44xr0iW0,"2D Physics & Movement (2D Physics & Movement, 3D Physics & Raycasting)",125531,2015-08-12,14:33,873,-0.73,70.82,33.13,,
Code Monkey,"Character Controller in Unity 2D! (Move, Dodge, Dash)",https://www.youtube.com/watch?v=Bf_5qIt9Gr8,"2D Physics & Movement (2D Physics & Movement, 3D Physics & Raycasting)",125529,2020-08-10,23:41,1421,29.12,80.68,42.61,,
RETRODEAD,A Beginners Guide to Game Development | Indie Game Dev Tutorial,https://www.youtube.com/watch?v=wBfc80Uvi_Q,Beginner Guides (Beginner Guides),124909,2025-08-09,10:22,622,-66.4,47.21,-38.39,,
Unity,C# Update And Fixed Update in Unity! - Beginner Scripting Tutorial,https://www.youtube.com/watch?v=u42aWzAIAqg,"Beginner Guides (Beginner Guides, C# Programming & Logic)",123572,2019-08-11,02:55,175,21.72,-11.29,-10.15,,
Sasquatch B Studios,A Better Way to Code Your Characters in Unity | Finite State Machine | Tutorial,https://www.youtube.com/watch?v=RQd44qSaqww,"C# Programming & Logic (C# Programming & Logic, Animator & State Machines)",122772,2023-08-10,16:09,969,70.93,4.33,57.23,,
SpeedTutor,2- C# Beginner Programming Series - Trigger Events - Unity,https://www.youtube.com/watch?v=02NI9kwOOKo,"Beginner Guides (Beginner Guides, C# Programming & Logic)",122367,2016-08-11,12:30,750,31.06,-11.44,14.06,,
Unity,ProBuilder for grey-boxing in Unity | Tutorial,https://www.youtube.com/watch?v=YsBniZ5ya7k,Beginner Guides (Beginner Guides),121809,2024-08-09,18:44,1124,-34.21,-29.16,-37.22,,
Gabriel Aguiar Prod.,Unity Shader Graph - Toxic Waterfall Effect Tutorial,https://www.youtube.com/watch?v=uOhWT6TxZgE,Shader Graph & Shaders (Shader Graph & Shaders),121444,2022-08-10,19:27,1167,41.63,-85.3,-20.83,,
Binary Lunar,Stylized Grass with Wind Effect Shader Graph  in Unity Engine - Step by Step Tutorial,https://www.youtube.com/watch?v=IjfBlUtJF_0,Shader Graph & Shaders (Shader Graph & Shaders),119262,2024-08-09,40:47,2447,35.02,-120.0,-14.28,,
Code Monkey,How to make Simple Multiplayer Game! (FREE Course Unity Tutorial Netcode for Game Objects),https://www.youtube.com/watch?v=YmUnXsOp_t0,Beginner Guides (Beginner Guides),117383,2025-08-09,03:04:55,11095,-19.77,26.93,-52.68,,
Unity,Animator Sub-state machine hierarchies - Unity Official Tutorials,https://www.youtube.com/watch?v=lpekqN4_4xg,"Beginner Guides (Beginner Guides, Animator & State Machines)",115462,2015-08-12,08:32,512,31.29,18.11,56.43,,
Unity,Rigidbody 2D - Official Unity Tutorial,https://www.youtube.com/watch?v=rq6c2B_socs,"Beginner Guides (Beginner Guides, 2D Physics & Movement, 3D Physics & Raycasting)",114606,2014-08-12,07:49,469,-11.14,84.31,9.73,,
Thomas Brush,The Hollow Knight Look IN 15 MINS (EASY 2D UNITY TUTORIAL),https://www.youtube.com/watch?v=ke0k2o9-yJo,2D Physics & Movement (2D Physics & Movement),114050,2022-08-10,16:29,989,26.31,91.41,66.01,,
Mythmatic,8 Months of Unity Dev with Claude Code,https://www.youtube.com/watch?v=GxZLC00yJ5g,C# Programming & Logic (C# Programming & Logic),112976,2026-02-10,17:00,1020,61.26,-17.94,33.98,,
Code Monkey,What is a GameObject (Unity Tutorial for Beginners),https://www.youtube.com/watch?v=uCA8Q3nwaz4,Beginner Guides (Beginner Guides),111484,2018-08-11,05:34,334,-17.09,-40.69,5.08,,
Game Code Library,Build Any 2D Top Down Game in Unity | Modular Template Tutorial (45+ Features),https://www.youtube.com/watch?v=HAVp6Z8b4xA,2D Physics & Movement (2D Physics & Movement),109531,2026-01-11,07:46:21,27981,-4.01,107.06,59.52,,
Unity,2D Physics Overview - Unity Official Tutorial,https://www.youtube.com/watch?v=xEVXE7_YILk,"Beginner Guides (Beginner Guides, 2D Physics & Movement, 3D Physics & Raycasting)",108930,2014-08-12,06:07,367,-1.13,80.68,2.88,,
Unity,C# If Statements in Unity! - Beginner Scripting Tutorial,https://www.youtube.com/watch?v=PQihrWCOSic,"Beginner Guides (Beginner Guides, C# Programming & Logic)",107812,2021-08-10,01:37,97,11.9,8.5,-6.14,,
Sebastian Graves,A.I State Machine Made EASY (Unity),https://www.youtube.com/watch?v=cnpJtheBLLY,Animator & State Machines (Animator & State Machines),107226,2021-08-10,08:09,489,14.53,-0.08,95.22,,
ユニブレ　ゲームクラフト,【C#入門】Unityゲーム開発初心者のためのC#超基礎講座【ゲーム開発】,https://www.youtube.com/watch?v=ONW2mg_n6Xw,C# Programming & Logic (C# Programming & Logic),104416,2022-08-10,01:11:16,4276,87.6,-25.43,16.18,,
Brackeys,"11. Unity Tutorial, SOUND - MAKE A GAME",https://www.youtube.com/watch?v=xafs9uljpqE,Beginner Guides (Beginner Guides),103495,2014-08-12,31:16,1876,-0.78,6.97,-41.61,,
Code Monkey,Easily Control Cameras with Cinemachine in Unity!,https://www.youtube.com/watch?v=Ml8ptNeezsU,Beginner Guides (Beginner Guides),102482,2020-08-10,12:20,740,-17.04,-13.81,11.52,,
Unity,C# Interfaces in Unity! - Intermediate Scripting Tutorial,https://www.youtube.com/watch?v=50_qBoKGKxs,C# Programming & Logic (C# Programming & Logic),102292,2019-08-11,04:06,246,64.37,-16.61,-6.42,,
LuisCanary,COMPLETE 2D Unity Tutorial from SCRATCH | Create Your Own Game!🎮,https://www.youtube.com/watch?v=mtA2iIGNCkA,2D Physics & Movement (2D Physics & Movement),102138,2025-08-09,01:16:45,4605,1.83,115.63,45.96,,
